"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Source"
"GO:0051279","regulation of release of sequestered calcium ion into cytosol","9/711, 9/865","81/28905","0.111111111111111","4.51711204875762, 3.71290944123314","5.03369637705128, 4.29436253420571","0.00016866374389868, 0.000702455442807989","0.00405033720459357, 0.0117887075919812","0.00325393963950014, 0.00926396125327227","14126/15945/17329/14065/12061/12372/80982/68460/20617, 17918/14126/14065/12061/15945/17329/12478/329693/80982","9","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0051281","positive regulation of release of sequestered calcium ion into cytosol","7/711, 6/865","42/28905","0.166666666666667, 0.142857142857143","6.77566807313643, 4.77374071015689","5.94828219501717, 4.29856987541587","6.74653726077036e-05, 0.00147623922377206","0.00206862135446438, 0.0197631000356266","0.00166187867439139, 0.0155305059139073","15945/17329/14065/12061/12372/80982/20617, 14065/12061/15945/17329/12478/80982","7, 6","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0051282","regulation of sequestering of calcium ion","13/711, 11/865","139/28905","0.0935251798561151, 0.079136690647482","3.80217345111253, 2.64444629267684","5.25893863379608, 3.41338581613951","4.11914934092991e-05, 0.00314688003523063","0.00142339493892134, 0.0330760498132302","0.00114351990475439, 0.0259922677265737","12774/14126/15945/14652/17329/14065/12061/20190/12372/12292/80982/68460/20617, 12774/17918/14126/14065/12061/14724/15945/17329/12478/329693/80982","13, 11","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0051283","negative regulation of sequestering of calcium ion","13/711, 11/865","137/28905","0.0948905109489051, 0.0802919708029197","3.85767963288059, 2.68305134804439","5.32420066138399, 3.46817367914987","3.53696412124205e-05, 0.00281311571375909","0.00130507981219389, 0.0307414668347767","0.00104846849017728, 0.0241576742322323","12774/14126/15945/14652/17329/14065/12061/20190/12372/12292/80982/68460/20617, 12774/17918/14126/14065/12061/14724/15945/17329/12478/329693/80982","13, 11","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0051345","positive regulation of hydrolase activity","23/711, 27/865","488/28905","0.0471311475409836, 0.055327868852459","1.91607006986235, 1.84884629963044","3.24104393483777, 3.32160419640165","0.00247213812826722, 0.0018038803057478","0.030219280620058, 0.0230965492008418","0.0242774144768157, 0.0181500419118408","20307/68453/20339/20296/50778/12578/13038/55985/15951/66790/19734/13039/19156/18784/13033/20306/20308/20302/20293/20305/381308/70835/20617, 68453/50778/22418/20307/217303/12578/19734/13038/15951/326623/20339/13033/19156/56644/18784/13039/20308/20296/637515/20305/70261/14744/70835/74563/20293/20202/20306","23, 27","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0051346","negative regulation of hydrolase activity","9/121, 9/232, 22/711, 24/865","329/28905","0.027355623100304, 0.027355623, 0.0668693009118541, 0.0729483282674772","6.53482880755608, 3.408251232, 2.71850512356841, 2.43765483071841","6.54632419990423, 3.951713229, 4.97832778954786, 4.60627520597369","1.06274130281437e-05, 0.001442095, 2.56628905972443e-05, 6.24291674398936e-05","0.00450304983902937, 0.0331802, 0.00103974408961274, 0.00167631233028606","0.00384674453385641, 0.028525649, 0.000835304404850502, 0.00131730237220539","15511/238393/69982/209351/18054/232345/14080/13012/192200, 71869/15511/381286/20248/69169/192200/20724/18125/232345, 20716/235505/238393/213945/15951/381286/13012/20248/71869/14080/21857/282663/628900/15511/21789/381308/20617/209351/20724/69982/18054/192200, 15511/235505/18787/192200/19049/15951/20716/13012/238393/213945/209351/20713/55948/14080/232345/16199/16625/14938/217847/71869/628900/21857/385643/17940","9, 22, 24","Ure_RT_DMXAA_vs_Ure_RT, Ure_DMXAA_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0051709","regulation of killing of cells of another organism","3/232, 4/865","12/28905","0.25, 0.333333333333333","31.14762931, 11.1387283236994","9.395802303, 6.16986715887429","0.000106442, 0.000325342479219115","0.004521349, 0.00652721974836213","0.00388709, 0.00512930788796146","14128/20311/11846, 18126/14128/56644/20311","3, 4","Ure_DMXAA_vs_Ure, Ure_RT_DMXAA_vs_Ure"
"GO:0051924","regulation of calcium ion transport","8/232, 16/711, 17/865","278/28905","0.028776978, 0.0575539568345324, 0.0611510791366906","3.585338626, 2.33979904683848, 2.04343577161392","3.896173723, 3.56458988493761, 3.07042309223818","0.00191752, 0.00155998821131318, 0.0045208266431185","0.040960943, 0.0210827580304766, 0.041384460605859","0.035214901, 0.0169373606690215, 0.0325212951927853","12478/233081/12372/18125/12482/12335/11827/18386, 14126/15945/217154/16000/14652/17329/20856/14065/19218/12061/16854/12372/80982/68460/20617/237611, 17918/18787/14126/217154/12523/16000/20856/14065/12061/15945/19218/16854/17329/12478/329693/12287/80982","8, 16, 17","Ure_DMXAA_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0051928","positive regulation of calcium ion transport","6/232, 10/711","138/28905","0.043478261, 0.072463768115942","5.41697901, 2.9459426404941","4.678471534, 3.63879607951268","0.000892411, 0.00224444746844275","0.023691793, 0.0276054358124287","0.020368285, 0.0221775169123856","12478/233081/12372/12482/12335/11827, 15945/217154/17329/14065/12061/16854/12372/80982/20617/237611","6, 10","Ure_DMXAA_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA"
"GO:0052547","regulation of peptidase activity","10/121, 27/711, 31/865","434/28905","0.0230414746543779, 0.0622119815668203, 0.0714285714285714","5.50424648665118, 2.52916642361314, 2.38687035507845","6.13001784783331, 5.09722359212711, 5.11301883419491","1.50827417850429e-05, 1.19994118960739e-05, 8.6072673584949e-06","0.00450304983902937, 0.000549951993636905, 0.000363686160754916","0.00384674453385641, 0.00044181768122608, 0.000285796765701156","15511/238393/69982/269275/209351/18054/232345/14080/13012/192200, 20716/235505/238393/12578/13038/213945/15951/381286/13039/13012/20248/71869/13033/14080/21857/282663/628900/15511/21789/381308/70835/20617/209351/20724/69982/18054/192200, 15511/235505/18787/12578/192200/13038/15951/20716/13012/238393/326623/213945/13033/56644/209351/13039/637515/20713/55948/14080/232345/16199/16625/217847/71869/628900/21857/70835/385643/17940/20202","10, 27, 31","Ure_RT_DMXAA_vs_Ure_RT, Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0052548","regulation of endopeptidase activity","17/711, 22/865","336/28905","0.0505952380952381, 0.0654761904761905","2.05689923648784, 2.18796449215524","3.09450458335673, 3.84701254440016","0.00430355212633701, 0.000556520535631082","0.0437795933599797, 0.0099433079731196","0.0351714306832707, 0.00781378442663133","20716/238393/12578/15951/381286/20248/71869/13033/14080/21857/282663/628900/15511/381308/20617/20724/69982, 15511/18787/12578/15951/20716/238393/326623/13033/56644/637515/20713/55948/14080/16199/16625/217847/71869/628900/21857/385643/17940/20202","17, 22","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0055001","muscle cell development","15/232, 24/711","242/28905","0.061983471, 0.0991735537190083","7.722552722, 4.03180248980019","9.446424925, 7.52113169725366","1.32e-09, 8.65275746304951e-09","3.29e-07, 1.57388857036115e-06","2.83e-07, 1.26442272545756e-06","59011/17996/21957/11459/20190/11535/109272/12372/233199/12292/11474/320502/12335/228003/17306, 234214/16000/22402/16948/59011/109272/11459/21957/17306/228003/17996/11474/320502/20190/12372/12292/12845/17930/18175/116904/237611/68802/68016/18741","15, 24","Ure_DMXAA_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA"
"GO:0055002","striated muscle cell development","10/232, 12/711","81/28905","0.12345679, 0.148148148148148","15.38154534, 6.02281606501016","11.6588936, 7.18866236802653","1.04e-09, 6.70873757019155e-07","3.2e-07, 4.56196777620106e-05","2.75e-07, 3.66497084841915e-05","59011/17996/21957/11459/109272/12372/233199/320502/12335/228003, 59011/109272/11459/21957/228003/17996/320502/12372/17930/18175/68802/68016","10, 12","Ure_DMXAA_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA"
"GO:0055074","calcium ion homeostasis","9/232, 23/711, 25/865","354/28905","0.025423729, 0.0649717514124294, 0.0706214689265537","3.167555523, 2.64136213020573, 2.35990006858039","3.691030206, 4.93435969946125, 4.5216400618123","0.002368064, 2.66588223388739e-05, 7.46545109820536e-05","0.048075186, 0.00106488543544456, 0.0019597851793557","0.041331152, 0.000855502333482164, 0.00154006483107935","12478/20190/12372/11937/12292/12335/116903/268878/17306, 12774/20307/14126/15945/20296/14652/109648/17329/20856/14065/19228/17306/12061/20750/11937/20190/12372/64654/12292/80982/68460/20617/16591, 12774/17918/22418/18751/14126/18166/20307/109648/20856/18442/14065/20750/12061/20296/14724/15945/64654/19228/17329/12478/16591/268878/116903/329693/80982","9, 23, 25","Ure_DMXAA_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0060142","regulation of syncytium formation by plasma membrane fusion","5/711, 5/865","35/28905","0.142857142857143","5.80771549125979, 4.77374071015689","4.5194419915098, 3.92356372393052","0.00156401718967477, 0.00365666761363549","0.0210827580304766, 0.035300594118314","0.0169373606690215, 0.0277403891459651","20307/83433/15945/17329/23886, 83433/20307/23886/15945/17329","5","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0060143","positive regulation of syncytium formation by plasma membrane fusion","4/373, 4/711","27/28905","0.148148148148148","11.4804885314269, 6.02281606501016","6.22941315462927, 4.14649386949629","0.000378629127967945, 0.00406143579829162","0.0269170889155394, 0.0414133289596293","0.0243753823770751, 0.0332704330277901","23886/83433/20307/17329, 20307/83433/17329/23886","4","Ure_RT_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA"
"GO:0060326","cell chemotaxis","28/711, 33/865","334/28905","0.0838323353293413, 0.0988023952095808","3.40812046792491, 3.30159911391091","7.0294953627985, 7.43084526369901","2.09833577839369e-08, 2.36292752675581e-09","3.26291213540218e-06, 4.62641518676065e-07","2.62134202691813e-06, 3.63559200169272e-07","12774/12267/20307/20210/15945/20296/17242/17390/270190/13035/13123/17329/16414/16948/55985/20306/20308/16854/20750/53416/20302/20293/12642/12777/252837/20305/240873/330122, 12267/12774/18787/22418/13123/20210/20307/15507/13655/16414/270190/20750/17242/118453/20308/20296/20305/12642/20311/15945/16854/17329/227288/13035/12777/330122/240873/20301/20293/58218/12771/20202/20306","28, 33","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0060512","prostate gland morphogenesis","7/711, 6/865","34/28905","0.205882352941176, 0.176470588235294","8.36994291387441, 5.89697381842911","6.82822928747021, 5.01804267766558","1.59552515446509e-05, 0.000463561692112849","0.000694691652254099, 0.0085628592956993","0.000558097904030262, 0.00672898162191578","21923/17390/16000/13123/13983/20682/20724, 22418/13123/21923/16000/13983/20682","7, 6","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0060538","skeletal muscle organ development","15/232, 15/711","230/28905","0.065217391, 0.0652173913043478","8.125468516, 2.65134837644469","9.759150816, 3.99288070917017","6.54e-10, 0.000619721062967474","2.46e-07, 0.0112898138416752","2.12e-07, 0.00906995416093774","353187/18507/11865/59011/17907/11459/20190/13717/12292/18740/11474/320502/228003/17681/228785, 270190/17907/59011/17263/11459/228003/11474/320502/20190/12292/18740/237611/232174/17681/18741","15","Ure_DMXAA_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA"
"GO:0060740","prostate gland epithelium morphogenesis","6/711, 6/865","33/28905","0.181818181818182","7.39163789796701, 6.07566999474514","5.83399597968372, 5.12400962147706","0.000136269210374067, 0.000391584983625793","0.00349009495275699, 0.00754122064777705","0.002803855022124, 0.00592614375564832","21923/17390/16000/13123/13983/20682, 22418/13123/21923/16000/13983/20682","6","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0061035","regulation of cartilage development","8/711, 11/865","73/28905","0.10958904109589, 0.150684931506849","4.45523380151436, 5.03531554359015","4.69393327762563, 6.06316754048779","0.000423743171146513, 1.060083942495e-05","0.00846320076684366, 0.000422146986930847","0.00679912389048703, 0.000331737240880683","17242/13038/22402/242316/20682/20378/108153/12165, 22418/14219/242316/13038/20378/22402/108153/17242/239337/20682/12165","8, 11","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0061037","negative regulation of cartilage development","5/711, 6/865","33/28905","0.151515151515152, 0.181818181818182","6.15969824830584, 6.07566999474514","4.70953757354932, 5.12400962147706","0.00119061096047208, 0.000391584983625793","0.0182532398658289, 0.00754122064777705","0.0146641965220486, 0.00592614375564832","13038/22402/20682/20378/108153, 13038/20378/22402/108153/239337/20682","5, 6","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0061077","chaperone-mediated protein folding","4/121, 8/232, 7/865","66/28905","0.0606060606060606, 0.121212121, 0.106060606060606","14.4778362133734, 15.10188088, 3.544140830268","7.10719334303861, 10.3168071, 3.63430222957326","0.000172307749030388, 5.87e-08, 0.00352839308024546","0.0180827409954668, 9.01e-06, 0.035080761620613","0.015447238553426, 7.74e-06, 0.0275676374066398","15511/193740/81489/15505, 64136/15505/15481/15507/15511/193740/14229/15482, 14228/15511/193740/15481/15505/81489/15507","4, 8, 7","Ure_RT_DMXAA_vs_Ure_RT, Ure_DMXAA_vs_Ure, Ure_RT_DMXAA_vs_Ure"
"GO:0061448","connective tissue development","20/711, 25/865","318/28905","0.0628930817610063, 0.0786163522012579","2.55685587665526, 2.62705856691024","4.43315694236113, 5.12425198972603","0.000135965551971811, 1.27141210388591e-05","0.00349009495275699, 0.000493455913829117","0.002803855022124, 0.00038777418391652","12267/17242/12842/16000/17313/12825/13038/22402/16948/242316/19228/20682/20378/108153/238057/13592/18740/12165/12845/234199, 12267/22418/14219/16889/242316/238057/16000/13038/20378/12842/17313/22402/108153/17242/13653/234199/19228/22422/22431/239337/20186/20204/20682/12165/12163","20, 25","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0061756","leukocyte adhesion to vascular endothelial cell","8/711, 9/865","56/28905","0.142857142857143, 0.160714285714286","5.80771549125979, 5.37045829892651","5.71877247062451, 5.74981187873669","6.4560061688501e-05, 3.96310605773789e-05","0.00202226265173909, 0.00113552654666526","0.00162463525172956, 0.000892334791434179","16193/11519/20339/20344/17242/19204/16414/26887, 11519/16193/19204/16414/20344/20339/17242/76905/26887","8, 9","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","11/711, 14/865","154/28905","0.0714285714285714, 0.0909090909090909","2.9038577456299, 3.03783499737257","3.76187018883018, 4.4534945267153","0.00155020677289959, 0.00022873085545844","0.0210827580304766, 0.00502245929812714","0.0169373606690215, 0.0039468167287172","20307/15945/109648/17329/18778/55985/16447/19695/16854/330122/12945, 20307/109648/16447/20311/15945/16854/17329/12945/330122/20301/100039863/100040048/385643/20202","11, 14","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0070098","chemokine-mediated signaling pathway","8/373, 16/711, 13/865","70/28905","0.114285714285714, 0.228571428571429, 0.185714285714286","8.85637686710073, 9.29234478601567, 6.20586292320396","7.52451708872306, 11.030668175227, 7.6591362246655","3.35377025618714e-06, 1.09750475158831e-11, 1.38620973168124e-07","0.00104905933613534, 4.77853568841552e-09, 1.32937623858681e-05","0.00094999955362101, 3.83895609423997e-09, 1.04466837176164e-05","83433/20307/17329/13349/20311/330122/20296/12777, 20307/83433/15945/20296/17329/55985/13349/20306/20308/53416/20302/20293/21832/12777/20305/330122, 83433/20307/13349/20308/20296/20305/20311/15945/17329/12777/330122/20293/20306","8, 16, 13","Ure_RT_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0070296","sarcoplasmic reticulum calcium ion transport","3/232, 5/711","33/28905","0.090909091, 0.151515151515152","11.32641066, 6.15969824830584","5.338931229, 4.70953757354932","0.002331302, 0.00119061096047208","0.047679449, 0.0182532398658289","0.040990929, 0.0146641965220486","20190/12372/11937, 12774/11937/20190/12372/68460","3, 5","Ure_DMXAA_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA"
"GO:0070371","ERK1 and ERK2 cascade","26/711, 24/865","371/28905","0.0700808625336927, 0.0646900269541779","2.84906797684443, 2.16169390648614","5.69238060961712, 3.9554450999156","2.07845140491756e-06, 0.000380118947356937","0.000122291586716366, 0.00741153084493879","9.8246003108692e-05, 0.00582422916500605","20307/21687/16193/19886/83433/20296/16323/16000/270190/93695/109648/13983/18784/20682/56089/20306/81799/20308/20608/13844/20302/20293/21832/20305/18189/64654, 21687/83433/20307/14219/16193/16323/109648/93695/16000/270190/19886/11549/54635/18784/20308/20296/20305/64654/20608/13983/20682/20293/12771/20306","26, 24","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0070372","regulation of ERK1 and ERK2 cascade","25/711, 22/865","343/28905","0.0728862973760933, 0.0641399416909621","2.96312014860194, 2.14331215558065","5.80811303784064, 3.74124023991307","1.61349907409047e-06, 0.00073143204490667","9.75718745637488e-05, 0.012231313804329","7.83868044327871e-05, 0.00961177603870612","20307/21687/16193/19886/83433/20296/16323/16000/270190/93695/109648/13983/18784/56089/20306/81799/20308/20608/13844/20302/20293/21832/20305/18189/64654, 21687/83433/20307/14219/16193/16323/109648/93695/16000/270190/19886/11549/54635/18784/20308/20296/20305/64654/20608/13983/20293/20306","25, 22","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0070374","positive regulation of ERK1 and ERK2 cascade","22/711, 20/865","240/28905","0.0916666666666667, 0.0833333333333333","3.72661744022504, 2.78468208092486","6.73580154208225, 4.87627886705071","1.4537745901098e-07, 4.04035816383925e-05","1.40660768118623e-05, 0.00114371343445064","1.13003344162219e-05, 0.000898768322051242","20307/21687/16193/83433/20296/16323/16000/93695/109648/13983/18784/56089/20306/81799/20308/20608/20302/20293/21832/20305/18189/64654, 21687/83433/20307/14219/16193/16323/109648/93695/16000/11549/54635/18784/20308/20296/20305/64654/20608/13983/20293/20306","22, 20","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0070555","response to interleukin-1","4/121, 13/711, 15/865","96/28905","0.0416666666666667, 0.135416666666667, 0.15625","9.95351239669422, 5.50523030942335, 5.2212789017341","5.69719455335009, 7.0214037824237, 7.27635023977142","0.000721153453982437, 6.70288575393973e-07, 1.68056874121103e-07","0.049836009686785, 4.56196777620106e-05, 1.54842990489228e-05","0.0425725685268403, 3.66497084841915e-05, 1.2168080792917e-05","13653/16193/217166/20339, 20307/20210/16193/20339/20296/20306/20308/20302/108153/20293/20305/16181/20617, 18787/20210/20307/16193/217166/20339/108153/20308/20296/20305/13653/16181/239337/20293/20306","4, 13, 15","Ure_RT_DMXAA_vs_Ure_RT, Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0070588","calcium ion transmembrane transport","10/232, 17/711, 23/865","338/28905","0.029585799, 0.0502958579881657, 0.0680473372781065","3.686109978, 2.04472823508851, 2.27388240927592","4.468237223, 3.06806666417448, 4.13764662149661","0.00043524, 0.00456334701119894, 0.000244414319126448","0.014103327, 0.0450539974756467, 0.00532927853973383","0.012124898, 0.0361952550858434, 0.00418792556476434","12478/20190/233081/12372/239556/11937/12292/12482/12335/14811, 12774/14126/15945/217154/14652/17329/14065/19218/12061/11937/20190/12372/12292/80982/68460/20617/237611, 12774/17918/14126/217154/14219/12286/68279/14065/11549/620592/12061/14724/15945/19218/12290/58226/14811/17329/12478/239556/329693/12287/80982","10, 17, 23","Ure_DMXAA_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0070661","leukocyte proliferation","12/232, 24/711, 38/865","420/28905","0.028571429, 0.0571428571428571, 0.0904761904761905","3.559729064, 2.32308619650392, 3.0233691164327","4.753318683, 4.33750610233429, 7.33651269795547","0.000163572, 0.000134669023400072, 1.78260658934614e-09","0.006534649, 0.00349009495275699, 4.09050468019694e-07","0.005617962, 0.002803855022124, 3.21445557691577e-07","12775/380797/12518/12575/12478/18162/11486/243958/72049/22163/11846/12477, 18782/14990/16193/14728/83433/14130/16000/12578/93695/16414/18173/12984/18784/69816/11846/13844/16854/11486/20293/16160/21336/12519/240873/13137, 18782/14990/18162/16197/83433/14728/16019/16193/16889/16414/217303/12578/14130/93695/57916/16000/12984/12518/18173/208154/69816/16184/17079/380797/18784/22163/16854/12478/16199/12477/21942/20371/21950/240873/15930/20533/16160/20293","12, 24, 38","Ure_DMXAA_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0070663","regulation of leukocyte proliferation","9/232, 21/711, 28/865","307/28905","0.029315961, 0.0684039087947883, 0.0912052117263844","3.652490733, 2.7808930853915, 3.04773022537704","4.202828141, 4.98166628593403, 6.33537200079171","0.000892254, 2.79222660662292e-05, 2.05139469648751e-07","0.023691793, 0.0010952571752465, 1.77094793998861e-05","0.020368285, 0.000879902229853765, 1.39167020384629e-05","12775/380797/12575/11486/243958/72049/22163/11846/12477, 18782/14990/16193/14728/14130/16000/12578/93695/12984/18784/69816/11846/13844/16854/11486/20293/16160/21336/12519/240873/13137, 18782/14990/14728/16019/16193/217303/12578/14130/93695/57916/16000/12984/208154/69816/16184/380797/18784/22163/16854/12477/21942/20371/21950/240873/15930/20533/16160/20293","9, 21, 28","Ure_DMXAA_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0070664","negative regulation of leukocyte proliferation","10/711, 15/865","128/28905","0.078125, 0.1171875","3.1760944092827, 3.91595917630058","3.91827927042622, 5.80713188456616","0.00128011633538128, 6.99710633921014e-06","0.0191533557534367, 0.0003044389137773","0.0153873271205353, 0.000239238294716853","18782/14990/14728/14130/12578/93695/18784/11846/20293/12519, 18782/14990/14728/217303/12578/14130/93695/57916/208154/16184/18784/12477/20371/15930/20293","10, 15","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0071216","cellular response to biotic stimulus","21/711, 29/865","350/28905","0.06, 0.0828571428571429","2.43924050632911, 2.768769611891","4.30191415997923, 5.8473923009434","0.000179278172872242, 9.23983138876982e-07","0.00421933602532833, 5.48554124891568e-05","0.00338970906659721, 4.31072203519141e-05","16193/14728/83433/15945/20296/14130/13035/17329/55985/13983/12514/217304/16160/12519/207728/330122/19368/19369/19370/100503545/13137, 18126/18787/22418/83433/14728/16193/12523/14130/217166/17084/12514/217304/21897/17079/100689/56644/20296/207728/20311/15945/17329/13035/414084/246256/13983/20186/330122/16160/100503545","21, 29","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0071219","cellular response to molecule of bacterial origin","21/711, 28/865","322/28905","0.0652173913043478, 0.0869565217391304","2.65134837644469, 2.90575521487811","4.73203732898888, 6.04003105270225","5.58134045427384e-05, 5.4251163397432e-07","0.00181351912969465, 3.80486890753034e-05","0.00145693592533794, 2.98999342023867e-05","16193/14728/83433/15945/20296/14130/13035/17329/55985/13983/12514/217304/16160/12519/207728/330122/19368/19369/19370/100503545/13137, 18126/18787/22418/83433/14728/16193/12523/14130/217166/17084/12514/217304/21897/17079/100689/20296/207728/20311/15945/17329/13035/414084/246256/13983/20186/330122/16160/100503545","21, 28","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0071222","cellular response to lipopolysaccharide","20/711, 25/865","312/28905","0.0641025641025641, 0.0801282051282051","2.60602618197555, 2.67757892396621","4.52934584161742, 5.23273112143884","0.000105215671777985, 9.17248126716315e-06","0.00293659637770095, 0.000374754942255903","0.00235918810606104, 0.000294494984920355","16193/14728/83433/15945/20296/13035/17329/55985/13983/12514/217304/16160/12519/207728/330122/19368/19369/19370/100503545/13137, 18126/18787/83433/14728/16193/12523/217166/17084/12514/217304/17079/100689/20296/207728/20311/15945/17329/13035/414084/246256/13983/20186/330122/16160/100503545","20, 25","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0071347","cellular response to interleukin-1","11/711, 14/865","82/28905","0.134146341463415, 0.170731707317073","5.4535864978903, 5.70520231213873","6.41331621686443, 7.49399951149104","5.29731532961829e-06, 1.38624038499157e-07","0.000270036135981013, 1.32937623858681e-05","0.00021694027992769, 1.04466837176164e-05","20307/20210/16193/20296/20306/20308/20302/108153/20293/20305/16181, 18787/20210/20307/16193/217166/108153/20308/20296/20305/13653/16181/239337/20293/20306","11, 14","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0071356","cellular response to tumor necrosis factor","12/711, 16/865","193/28905","0.0621761658031088, 0.0829015544041451","2.52771036925297, 2.77025367636048","3.38160895711836, 4.33391570679097","0.00310489364057582, 0.000244972156753034","0.0343987453207815, 0.00532927853973383","0.027635091918129, 0.00418792556476434","20307/245527/16193/20296/84094/20306/20308/20302/108153/20293/20305/240873, 245527/84094/20307/16193/217166/108153/20308/20296/20305/21935/239337/20186/240873/20293/17940/20306","12, 16","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0071612","IP-10 production","3/711, 3/865","12/28905","0.25","10.1635021097046, 8.35404624277457","5.04186502831671, 4.47526424907515","0.00276187751479241, 0.00479962971994358","0.0320672391984164, 0.0422349439213762","0.0257620181941198, 0.0331896334665131","14728/246730/23960, 14728/23960/246727","3","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0071621","granulocyte chemotaxis","17/711, 20/865","137/28905","0.124087591240876, 0.145985401459854","5.04465798145924, 4.87827517826252","7.53568400466572, 7.99175373311048","4.94829056598748e-08, 5.13221759263954e-09","6.15567346408843e-06, 8.61296088136186e-07","4.94531415060945e-06, 6.76835312593215e-07","12267/20307/15945/20296/17242/17329/16414/55985/20306/20308/16854/20750/20302/20293/20305/240873/330122, 12267/20307/16414/20750/17242/20308/20296/20305/20311/15945/16854/17329/227288/330122/240873/20293/58218/12771/20202/20306","17, 20","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0071658","regulation of IP-10 production","3/711, 3/865","12/28905","0.25","10.1635021097046, 8.35404624277457","5.04186502831671, 4.47526424907515","0.00276187751479241, 0.00479962971994358","0.0320672391984164, 0.0422349439213762","0.0257620181941198, 0.0331896334665131","14728/246730/23960, 14728/23960/246727","3","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
