"Gene_ID","Gene_Name","Count"
"ENSMUSG00000079139","Gm4204",486
"ENSMUSG00000097680","Gm26642",39
"ENSMUSG00000003051","Elf3",996
"ENSMUSG00000041926","Rnpep",1980
"ENSMUSG00000062580","Timm17a",1519
"ENSMUSG00000048096","Lmod1",639
"ENSMUSG00000041889","Shisa4",106
"ENSMUSG00000041879","Ipo9",2853
"ENSMUSG00000009418","Nav1",3041
"ENSMUSG00000090399","Gm38399",143
"ENSMUSG00000026421","Csrp1",14514
"ENSMUSG00000041801","Phlda3",1948
"ENSMUSG00000041782","Lad1",315
"ENSMUSG00000026414","Tnnt2",3948
"ENSMUSG00000026413","Pkp1",4
"ENSMUSG00000026411","Tmem9",1060
"ENSMUSG00000026407","Cacna1s",23
"ENSMUSG00000102717","Gm37759",12
"ENSMUSG00000041642","Kif21b",1432
"ENSMUSG00000041605","5730559C18Rik",95
"ENSMUSG00000041570","Camsap2",4036
"ENSMUSG00000097403","9230116N13Rik",31
"ENSMUSG00000026404","Ddx59",249
"ENSMUSG00000041498","Kif14",59
"ENSMUSG00000041483","Zfp281",2085
"ENSMUSG00000097113","Gm19705",68
"ENSMUSG00000097448","Platr22",73
"ENSMUSG00000026398","Nr5a2",72
"ENSMUSG00000098206","A430106G13Rik",38
"ENSMUSG00000026395","Ptprc",6226
"ENSMUSG00000026393","Nek7",5338
"ENSMUSG00000079283","2310009B15Rik",116
"ENSMUSG00000056268","Dennd1b",1067
"ENSMUSG00000063681","Crb1",25
"ENSMUSG00000033964","Zbtb41",1445
"ENSMUSG00000033952","Aspm",115
"ENSMUSG00000104496","Gm5837",9
"ENSMUSG00000026365","Cfh",7395
"ENSMUSG00000052726","Kcnt2",37
"ENSMUSG00000101795","Gm5835",21
"ENSMUSG00000026361","Cdc73",2427
"ENSMUSG00000033849","B3galt2",107
"ENSMUSG00000018196","Glrx2",697
"ENSMUSG00000018199","Trove2",3499
"ENSMUSG00000018189","Uchl5",758
"ENSMUSG00000100455","Gm29170",21
"ENSMUSG00000026360","Rgs2",1595
"ENSMUSG00000026358","Rgs1",180
"ENSMUSG00000026357","Rgs18",330
"ENSMUSG00000056220","Pla2g4a",817
"ENSMUSG00000032487","Ptgs2",1580
"ENSMUSG00000097754","Ptgs2os2",231
"ENSMUSG00000099875","Rbm3-ps",17
"ENSMUSG00000006010","BC003331",1585
"ENSMUSG00000006005","Tpr",6640
"ENSMUSG00000006014","Prg4",55
"ENSMUSG00000066842","Hmcn1",5676
"ENSMUSG00000100954","Gm10138",72
"ENSMUSG00000023150","Ivns1abp",6617
"ENSMUSG00000052748","Swt1",1087
"ENSMUSG00000053286","Trmt1l",1123
"ENSMUSG00000103928","Gm37893",117
"ENSMUSG00000026484","Rnf2",1185
"ENSMUSG00000026483","Fam129a",4255
"ENSMUSG00000100594","2810414N06Rik",40
"ENSMUSG00000043019","Edem3",3560
"ENSMUSG00000032666","1700025G04Rik",1060
"ENSMUSG00000014980","Tsen15",365
"ENSMUSG00000032649","Colgalt2",768
"ENSMUSG00000026482","Rgl1",3384
"ENSMUSG00000055547","Apobec4",20
"ENSMUSG00000008475","Arpc5",7374
"ENSMUSG00000026480","Ncf2",1379
"ENSMUSG00000042772","Smg7",2607
"ENSMUSG00000042751","Nmnat2",313
"ENSMUSG00000026479","Lamc2",6661
"ENSMUSG00000026478","Lamc1",9999
"ENSMUSG00000073538","E330020D12Rik",52
"ENSMUSG00000042699","Dhx9",5319
"ENSMUSG00000042684","Npl",126
"ENSMUSG00000099858","Gm6652",17
"ENSMUSG00000026475","Rgs16",175
"ENSMUSG00000066800","Rnasel",1210
"ENSMUSG00000100183","Gm28512",25
"ENSMUSG00000045968","Teddm2",33
"ENSMUSG00000026473","Glul",14455
"ENSMUSG00000004110","Cacna1e",186
"ENSMUSG00000096950","Gm9530",31
"ENSMUSG00000056708","Ier5",2869
"ENSMUSG00000026471","Mr1",1759
"ENSMUSG00000026470","Stx6",2290
"ENSMUSG00000033722","BC034090",306
"ENSMUSG00000026469","Xpr1",2943
"ENSMUSG00000073535","Gm5532",51
"ENSMUSG00000033701","Acbd6",1038
"ENSMUSG00000033684","Qsox1",4540
"ENSMUSG00000033671","Cep350",3252
"ENSMUSG00000026466","Tor1aip1",4234
"ENSMUSG00000050565","Tor1aip2",4149
"ENSMUSG00000060985","Tdrd5",131
"ENSMUSG00000026602","Nphs2",187
"ENSMUSG00000026601","Axdnd1",21
"ENSMUSG00000078193","Gm2000",56
"ENSMUSG00000026600","Soat1",4456
"ENSMUSG00000101523","Gm10031",30
"ENSMUSG00000026596","Abl2",1891
"ENSMUSG00000060519","Tor3a",3234
"ENSMUSG00000033557","Fam20b",3971
"ENSMUSG00000026594","Ralgps2",1133
"ENSMUSG00000033544","Angptl1",24
"ENSMUSG00000070565","Rasal2",3227
"ENSMUSG00000049881","2810025M15Rik",960
"ENSMUSG00000033488","Cryzl2",322
"ENSMUSG00000026589","Sec16b",211
"ENSMUSG00000004031","Brinp2",20
"ENSMUSG00000073530","Pappa2",135
"ENSMUSG00000040782","Cop1",1922
"ENSMUSG00000015829","Tnr",65
"ENSMUSG00000090394","4930523C07Rik",4325
"ENSMUSG00000026729","4930562F07Rik",21
"ENSMUSG00000026725","Tnn",213
"ENSMUSG00000058267","Mrps14",755
"ENSMUSG00000014226","Cacybp",1511
"ENSMUSG00000026721","Rabgap1l",5805
"ENSMUSG00000040423","Rc3h1",2952
"ENSMUSG00000043467","Zbtb37",818
"ENSMUSG00000053332","Gas5",1451
"ENSMUSG00000026709","Dars2",338
"ENSMUSG00000026708","Cenpl",116
"ENSMUSG00000026705","Klhl20",1399
"ENSMUSG00000044835","Ankrd45",190
"ENSMUSG00000102817","Gm6185",18
"ENSMUSG00000026701","Prdx6",38740
"ENSMUSG00000066755","Tnfsf18",11
"ENSMUSG00000040323","Gm15429",26
"ENSMUSG00000000817","Fasl",39
"ENSMUSG00000040297","Suco",1999
"ENSMUSG00000026698","Pigc",544
"ENSMUSG00000040265","Dnm3",542
"ENSMUSG00000078190","Dnm3os",182
"ENSMUSG00000026694","Mettl13",427
"ENSMUSG00000026696","Vamp4",1398
"ENSMUSG00000026697","Myoc",18
"ENSMUSG00000040225","Prrc2c",9303
"ENSMUSG00000098259","Gm27616",28
"ENSMUSG00000026692","Fmo4",179
"ENSMUSG00000040181","Fmo1",18398
"ENSMUSG00000040170","Fmo2",58559
"ENSMUSG00000095576","Fmo6",52
"ENSMUSG00000026691","Fmo3",1945
"ENSMUSG00000026586","Prrx1",653
"ENSMUSG00000040124","Gorab",263
"ENSMUSG00000026585","Kifap3",1553
"ENSMUSG00000026584","Scyl3",1041
"ENSMUSG00000041406","BC055324",65
"ENSMUSG00000041396","Mettl18",104
"ENSMUSG00000026582","Sele",47
"ENSMUSG00000026581","Sell",1825
"ENSMUSG00000026580","Selp",140
"ENSMUSG00000026579","F5",358
"ENSMUSG00000040918","Slc19a2",405
"ENSMUSG00000026578","Ccdc181",959
"ENSMUSG00000026577","Blzf1",1172
"ENSMUSG00000026575","Nme7",363
"ENSMUSG00000026576","Atp1b1",14611
"ENSMUSG00000104011","Gm32391",20
"ENSMUSG00000026574","Dpt",4566
"ENSMUSG00000040848","Sft2d2",6017
"ENSMUSG00000040843","Tiprl",1157
"ENSMUSG00000102302","Gm38190",110
"ENSMUSG00000040836","Gpr161",198
"ENSMUSG00000026571","Dcaf6",2368
"ENSMUSG00000026568","Mpc2",1324
"ENSMUSG00000026566","Mpzl1",1254
"ENSMUSG00000040723","Rcsd1",3890
"ENSMUSG00000040713","Creg1",4967
"ENSMUSG00000005763","Cd247",354
"ENSMUSG00000026565","Pou2f1",1343
"ENSMUSG00000026564","Dusp27",40
"ENSMUSG00000040612","Ildr2",686
"ENSMUSG00000103400","Gm15853",23
"ENSMUSG00000026563","Tada1",429
"ENSMUSG00000040596","Pogk",838
"ENSMUSG00000097823","Gm16701",58
"ENSMUSG00000060568","Fam78b",317
"ENSMUSG00000026558","Uck2",1043
"ENSMUSG00000052428","Tmco1",2324
"ENSMUSG00000026687","Aldh9a1",2243
"ENSMUSG00000026688","Mgst3",1075
"ENSMUSG00000015843","Rxrg",51
"ENSMUSG00000052534","Pbx1",5041
"ENSMUSG00000026683","Nuf2",73
"ENSMUSG00000026678","Rgs5",1026
"ENSMUSG00000038530","Rgs4",976
"ENSMUSG00000070532","Ccdc190",321
"ENSMUSG00000026675","Hsd17b7",458
"ENSMUSG00000026674","Ddr2",4382
"ENSMUSG00000026670","Uap1",1784
"ENSMUSG00000026667","Uhmk1",7301
"ENSMUSG00000102418","Sh2d1b1",258
"ENSMUSG00000102752","Gm7694",433
"ENSMUSG00000038473","Nos1ap",205
"ENSMUSG00000038463","Olfml2b",434
"ENSMUSG00000026663","Atf6",3910
"ENSMUSG00000053925","Gm9929",19
"ENSMUSG00000026659","Dusp12",253
"ENSMUSG00000070524","Fcrlb",26
"ENSMUSG00000038421","Fcrla",261
"ENSMUSG00000089838","Gm2962",18
"ENSMUSG00000026656","Fcgr2b",766
"ENSMUSG00000059089","Fcgr4",222
"ENSMUSG00000059498","Fcgr3",959
"ENSMUSG00000026649","Cfap126",626
"ENSMUSG00000058076","Sdhc",2620
"ENSMUSG00000056569","Mpz",283
"ENSMUSG00000038370","Pcp4l1",2632
"ENSMUSG00000005677","Nr1i3",19
"ENSMUSG00000005674","Tomm40l",286
"ENSMUSG00000058715","Fcer1g",904
"ENSMUSG00000013593","Ndufs2",3652
"ENSMUSG00000006403","Adamts4",33
"ENSMUSG00000052423","B4galt3",1179
"ENSMUSG00000062729","Ppox",883
"ENSMUSG00000053483","Usp21",949
"ENSMUSG00000062963","Ufc1",1463
"ENSMUSG00000103983","Gm20045",158
"ENSMUSG00000013973","Dedd",502
"ENSMUSG00000013997","Nit1",1001
"ENSMUSG00000006412","Pfdn2",1241
"ENSMUSG00000102929","Gm37154",16
"ENSMUSG00000045259","Klhdc9",91
"ENSMUSG00000006411","Nectin4",589
"ENSMUSG00000048865","Arhgap30",2481
"ENSMUSG00000026641","Usf1",1843
"ENSMUSG00000103711","Tstd1",96
"ENSMUSG00000038235","F11r",8730
"ENSMUSG00000060244","Alyref2",83
"ENSMUSG00000038209","Itln1",131
"ENSMUSG00000004709","Cd244",186
"ENSMUSG00000004707","Ly9",341
"ENSMUSG00000038179","Slamf7",266
"ENSMUSG00000015355","Cd48",542
"ENSMUSG00000059058","Tma7-ps",319
"ENSMUSG00000015316","Slamf1",85
"ENSMUSG00000038147","Cd84",1651
"ENSMUSG00000073492","Gm10521",44
"ENSMUSG00000015314","Slamf6",396
"ENSMUSG00000026556","Vangl2",363
"ENSMUSG00000003458","Ncstn",3960
"ENSMUSG00000026553","Copa",8776
"ENSMUSG00000003464","Pex19",2515
"ENSMUSG00000026554","Dcaf8",5700
"ENSMUSG00000013698","Pea15a",8114
"ENSMUSG00000007122","Casq1",90
"ENSMUSG00000007107","Atp1a4",261
"ENSMUSG00000038034","Igsf8",1746
"ENSMUSG00000007097","Atp1a2",3336
"ENSMUSG00000044708","Kcnj10",60
"ENSMUSG00000050229","Pigm",1385
"ENSMUSG00000026548","Slamf9",397
"ENSMUSG00000037995","Igsf9",81
"ENSMUSG00000026547","Tagln2",17097
"ENSMUSG00000026546","Cfap45",525
"ENSMUSG00000085184","4933439K11Rik",78
"ENSMUSG00000053318","Slamf8",97
"ENSMUSG00000026544","Dusp23",184
"ENSMUSG00000005339","Fcer1a",42
"ENSMUSG00000037872","Ackr1",29
"ENSMUSG00000005338","Cadm3",122
"ENSMUSG00000037860","Aim2",293
"ENSMUSG00000037849","Ifi206",34
"ENSMUSG00000070501","Ifi214",37
"ENSMUSG00000073491","Ifi213",94
"ENSMUSG00000043263","Ifi209",306
"ENSMUSG00000066677","Pydc3",310
"ENSMUSG00000073490","Ifi207",333
"ENSMUSG00000073489","Ifi204",1243
"ENSMUSG00000090222","Ifi203-ps",588
"ENSMUSG00000090272","Mndal",94
"ENSMUSG00000026536","Mnda",40
"ENSMUSG00000039997","Ifi203",2027
"ENSMUSG00000026535","Ifi202b",223
"ENSMUSG00000054203","Ifi205",128
"ENSMUSG00000045381","Olfr433",12
"ENSMUSG00000047048","Olfr432",15
"ENSMUSG00000026532","Spta1",536
"ENSMUSG00000028354","Fmn2",84
"ENSMUSG00000050069","Grem2",2885
"ENSMUSG00000026527","Rgs7",27
"ENSMUSG00000026526","Fh1",1994
"ENSMUSG00000039783","Kmo",282
"ENSMUSG00000026525","Opn3",47
"ENSMUSG00000078185","Chml",662
"ENSMUSG00000039748","Exo1",43
"ENSMUSG00000057335","Cep170",2039
"ENSMUSG00000026504","Sdccag8",586
"ENSMUSG00000103367","Gm38158",107
"ENSMUSG00000019699","Akt3",5222
"ENSMUSG00000063659","Zbtb18",1928
"ENSMUSG00000015961","Adss",2532
"ENSMUSG00000102483","Catspere",119
"ENSMUSG00000091476","Gm16432",616
"ENSMUSG00000102493","Gm8010",45
"ENSMUSG00000026502","Desi2",1027
"ENSMUSG00000086350","B230369F24Rik",25
"ENSMUSG00000026500","Cox20",177
"ENSMUSG00000039630","Hnrnpu",15690
"ENSMUSG00000104279","Gm38300",30
"ENSMUSG00000026495","Efcab2",386
"ENSMUSG00000026494","Kif26b",642
"ENSMUSG00000055067","Smyd3",389
"ENSMUSG00000026492","Tfb2m",580
"ENSMUSG00000038949","Cnst",2237
"ENSMUSG00000038936","Sccpdh",689
"ENSMUSG00000026491","Ahctf1",3494
"ENSMUSG00000026490","Cdc42bpa",6058
"ENSMUSG00000026489","Coq8a",1195
"ENSMUSG00000010609","Psen2",1208
"ENSMUSG00000055676","Gm5069",68
"ENSMUSG00000038855","Itpkb",11815
"ENSMUSG00000053963","Stum",117
"ENSMUSG00000026496","Parp1",2167
"ENSMUSG00000058729","Lin9",237
"ENSMUSG00000026499","Acbd3",2705
"ENSMUSG00000103649","Gm37768",54
"ENSMUSG00000060743","H3f3a",6216
"ENSMUSG00000097347","Gm17275",189
"ENSMUSG00000038806","Sde2",1435
"ENSMUSG00000026520","Pycr2",762
"ENSMUSG00000026519","Tmem63a",3789
"ENSMUSG00000085563","2210411M09Rik",38
"ENSMUSG00000038776","Ephx1",7102
"ENSMUSG00000026516","Nvl",1075
"ENSMUSG00000062169","Cnih4",1288
"ENSMUSG00000038733","Wdr26",7278
"ENSMUSG00000054135","A430110L20Rik",24
"ENSMUSG00000081214","Rpl35a-ps2",16
"ENSMUSG00000050625","Ccdc121",215
"ENSMUSG00000047369","Dnah14",41
"ENSMUSG00000004880","Lbr",3027
"ENSMUSG00000022995","Enah",2232
"ENSMUSG00000026511","Srp9",842
"ENSMUSG00000038633","Degs1",3858
"ENSMUSG00000047539","Fbxo28",1866
"ENSMUSG00000026510","Trp53bp2",5031
"ENSMUSG00000026509","Capn2",10416
"ENSMUSG00000038599","Capn8",23
"ENSMUSG00000104376","Gm37516",240
"ENSMUSG00000038576","Susd4",687
"ENSMUSG00000079164","Tlr5",390
"ENSMUSG00000104367","Gm38079",18
"ENSMUSG00000030768","Disp1",426
"ENSMUSG00000046836","Brox",2494
"ENSMUSG00000042901","Aida",2283
"ENSMUSG00000056050","Mia3",3585
"ENSMUSG00000072258","Taf1a",516
"ENSMUSG00000039384","Dusp10",345
"ENSMUSG00000044854","1700056E22Rik",24
"ENSMUSG00000039377","Hlx",2834
"ENSMUSG00000026621","1-Mar",24
"ENSMUSG00000073481","2-Mar",2184
"ENSMUSG00000039349","C130074G19Rik",5381
"ENSMUSG00000026620","Mark1",386
"ENSMUSG00000039318","Rab3gap2",2115
"ENSMUSG00000026618","Iars2",2436
"ENSMUSG00000026617","Bpnt1",935
"ENSMUSG00000026615","Eprs",3294
"ENSMUSG00000039246","Lyplal1",253
"ENSMUSG00000039239","Tgfb2",2728
"ENSMUSG00000001305","Rrp15",389
"ENSMUSG00000026611","Spata17",107
"ENSMUSG00000039210","Gpatch2",883
"ENSMUSG00000104394","Gm37254",89
"ENSMUSG00000104245","Gm38155",56
"ENSMUSG00000026610","Esrrg",154
"ENSMUSG00000026608","Kctd3",1136
"ENSMUSG00000037624","Kcnk2",1378
"ENSMUSG00000102824","Pdcd5-ps",44
"ENSMUSG00000104507","A430027H14Rik",50
"ENSMUSG00000026605","Cenpf",134
"ENSMUSG00000026604","Ptpn14",5926
"ENSMUSG00000104435","Gm37422",70
"ENSMUSG00000026603","Smyd2",469
"ENSMUSG00000010175","Prox1",167
"ENSMUSG00000089872","Rps6kc1",905
"ENSMUSG00000026634","Angel2",2332
"ENSMUSG00000037568","Vash2",26
"ENSMUSG00000066595","Flvcr1",751
"ENSMUSG00000026632","Tatdn3",196
"ENSMUSG00000062510","Nsl1",64
"ENSMUSG00000026630","Batf3",68
"ENSMUSG00000026628","Atf3",814
"ENSMUSG00000073478","D730003I15Rik",98
"ENSMUSG00000037499","Nenf",1209
"ENSMUSG00000026627","Tmem206",505
"ENSMUSG00000026626","Ppp2r5a",7933
"ENSMUSG00000103114","Gm32200",31
"ENSMUSG00000037474","Dtl",89
"ENSMUSG00000037461","Ints7",902
"ENSMUSG00000026623","Lpgat1",6508
"ENSMUSG00000102840","Gm38037",34
"ENSMUSG00000026622","Nek2",447
"ENSMUSG00000055833","1700034H15Rik",49
"ENSMUSG00000037434","Slc30a1",3249
"ENSMUSG00000049353","Rd3",119
"ENSMUSG00000026637","Traf5",618
"ENSMUSG00000103653","Gstp-ps",56
"ENSMUSG00000037395","Rcor3",878
"ENSMUSG00000097316","Gm10516",41
"ENSMUSG00000058248","Kcnh1",251
"ENSMUSG00000037375","Hhat",81
"ENSMUSG00000016262","Sertad4",185
"ENSMUSG00000016200","Syt14",379
"ENSMUSG00000016181","Diexf",463
"ENSMUSG00000026638","Irf6",1180
"ENSMUSG00000079144","A130010J15Rik",201
"ENSMUSG00000037318","Traf3ip3",427
"ENSMUSG00000026639","Lamb3",4819
"ENSMUSG00000016194","Hsd11b1",10062
"ENSMUSG00000103089","Gm38118",38
"ENSMUSG00000009633","G0s2",1646
"ENSMUSG00000104348","Gm37691",32
"ENSMUSG00000016179","Camk1g",21
"ENSMUSG00000026640","Plxna2",4457
"ENSMUSG00000016494","Cd34",7660
"ENSMUSG00000097325","Gm16897",76
"ENSMUSG00000096929","A330023F24Rik",318
"ENSMUSG00000016493","Cd46",114
"ENSMUSG00000016481","Cr1l",2960
"ENSMUSG00000026616","Cr2",364
"ENSMUSG00000050530","Fam171a1",3244
"ENSMUSG00000026643","Nmt2",1587
"ENSMUSG00000049950","Rpp38",75
"ENSMUSG00000026650","Meig1",197
"ENSMUSG00000026648","Dclre1c",368
"ENSMUSG00000026646","Suv39h2",83
"ENSMUSG00000109865","Hspa14",1060
"ENSMUSG00000051396","Gm45902",114
"ENSMUSG00000039496","Cdnf",111
"ENSMUSG00000026655","Fam107b",2886
"ENSMUSG00000026657","Frmd4a",3602
"ENSMUSG00000039449","Prpf18",2622
"ENSMUSG00000048186","Bend7",1688
"ENSMUSG00000026662","Sephs1",1742
"ENSMUSG00000026664","Phyh",1943
"ENSMUSG00000026669","Mcm10",70
"ENSMUSG00000026672","Optn",839
"ENSMUSG00000026676","Ccdc3",70
"ENSMUSG00000039145","Camk1d",1091
"ENSMUSG00000039128","Cdc123",1544
"ENSMUSG00000025817","Nudt5",836
"ENSMUSG00000056718","Gm13199",21
"ENSMUSG00000025816","Sec61a2",382
"ENSMUSG00000025815","Dhtkd1",116
"ENSMUSG00000043241","Upf2",1922
"ENSMUSG00000045319","Proser2",317
"ENSMUSG00000039063","Echdc3",262
"ENSMUSG00000039046","Usp6nl",2933
"ENSMUSG00000002107","Celf2",4422
"ENSMUSG00000015619","Gata3",516
"ENSMUSG00000025782","Taf3",986
"ENSMUSG00000025781","Atp5c1",3605
"ENSMUSG00000037262","Kin",579
"ENSMUSG00000037254","Itih2",281
"ENSMUSG00000025780","Itih5",741
"ENSMUSG00000061186","Sfmbt2",62
"ENSMUSG00000026778","Prkcq",445
"ENSMUSG00000086006","Gm13293",55
"ENSMUSG00000026773","Pfkfb3",3521
"ENSMUSG00000102329","Gm10851",20
"ENSMUSG00000037197","Rbm17",2011
"ENSMUSG00000026770","Il2ra",129
"ENSMUSG00000023206","Il15ra",330
"ENSMUSG00000058594","Fbxo18",2179
"ENSMUSG00000047909","Ankrd16",1324
"ENSMUSG00000026768","Itga8",12640
"ENSMUSG00000086843","E030013I19Rik",310
"ENSMUSG00000026767","Mindy3",1248
"ENSMUSG00000026730","Pter",194
"ENSMUSG00000026727","Rsu1",2927
"ENSMUSG00000102691","Gm37780",18
"ENSMUSG00000026726","Cubn",53
"ENSMUSG00000026723","Trdmt1",483
"ENSMUSG00000026728","Vim",36328
"ENSMUSG00000003418","St8sia6",467
"ENSMUSG00000063275","Hacd1",173
"ENSMUSG00000102553","D930036K23Rik",17
"ENSMUSG00000086657","Stamos",13
"ENSMUSG00000026718","Stam",1494
"ENSMUSG00000103901","Gm37499",84
"ENSMUSG00000026712","Mrc1",5328
"ENSMUSG00000036949","Slc39a12",13
"ENSMUSG00000057914","Cacnb2",350
"ENSMUSG00000026707","Nsun6",314
"ENSMUSG00000017418","Arl5b",2185
"ENSMUSG00000026748","Plxdc2",10079
"ENSMUSG00000053702","Nebl",9399
"ENSMUSG00000054057","A930004D18Rik",296
"ENSMUSG00000054074","Skida1",315
"ENSMUSG00000026743","Mllt10",1757
"ENSMUSG00000026740","Dnajc1",2634
"ENSMUSG00000051154","Commd3",1270
"ENSMUSG00000026739","Bmi1",3421
"ENSMUSG00000037708","Spag6",16
"ENSMUSG00000026737","Pip4k2a",1981
"ENSMUSG00000037683","Armc3",410
"ENSMUSG00000023094","Msrb2",369
"ENSMUSG00000043415","Otud1",1878
"ENSMUSG00000036617","Etl4",3057
"ENSMUSG00000036591","Arhgap21",4967
"ENSMUSG00000075514","Gm13375",593
"ENSMUSG00000026679","Enkur",461
"ENSMUSG00000048550","Thnsl1",325
"ENSMUSG00000083863","Gm13341",36
"ENSMUSG00000083563","Gm13340",61
"ENSMUSG00000026786","Apbb1ip",1327
"ENSMUSG00000026784","Pdss1",112
"ENSMUSG00000058835","Abi1",4892
"ENSMUSG00000026781","Acbd5",4427
"ENSMUSG00000026779","Mastl",76
"ENSMUSG00000026775","Yme1l1",3879
"ENSMUSG00000026771","Spopl",1446
"ENSMUSG00000026986","Hnmt",590
"ENSMUSG00000044103","Il1f9",74
"ENSMUSG00000026981","Il1rn",370
"ENSMUSG00000026979","Psd4",1080
"ENSMUSG00000004113","Cacna1b",45
"ENSMUSG00000036893","Ehmt1",1857
"ENSMUSG00000026972","Arrdc1",1888
"ENSMUSG00000026974","Zmynd19",571
"ENSMUSG00000026975","Dph7",341
"ENSMUSG00000036850","Mrpl41",500
"ENSMUSG00000036833","Pnpla7",1179
"ENSMUSG00000006476","Nsmf",1560
"ENSMUSG00000036813","Entpd8",156
"ENSMUSG00000036805","Noxa1",70
"ENSMUSG00000087028","Gm13387",99
"ENSMUSG00000078202","Nrarp",1213
"ENSMUSG00000059555","Tor4a",1657
"ENSMUSG00000013465","Nelfb",2428
"ENSMUSG00000036752","Tubb4b",7754
"ENSMUSG00000044628","Rnf208",112
"ENSMUSG00000006471","Ndor1",1145
"ENSMUSG00000078201","Tmem203",377
"ENSMUSG00000048707","Tprn",411
"ENSMUSG00000026966","Ssna1",913
"ENSMUSG00000026965","Anapc2",3385
"ENSMUSG00000026961","Lrrc26",331
"ENSMUSG00000026959","Grin1",19
"ENSMUSG00000097345","AA543186",16
"ENSMUSG00000036646","Man1b1",3710
"ENSMUSG00000026958","Dpp7",1105
"ENSMUSG00000026956","Uap1l1",1385
"ENSMUSG00000026955","Sapcd2",23
"ENSMUSG00000015085","Entpd2",161
"ENSMUSG00000015094","Npdc1",2425
"ENSMUSG00000036587","Fut7",53
"ENSMUSG00000026944","Abca2",3800
"ENSMUSG00000047617","Paxx",972
"ENSMUSG00000015093","Clic3",4444
"ENSMUSG00000015083","C8g",79
"ENSMUSG00000015095","Fbxw5",1577
"ENSMUSG00000026942","Traf2",918
"ENSMUSG00000015092","Edf1",3285
"ENSMUSG00000026941","Mamdc4",77
"ENSMUSG00000036504","Phpt1",272
"ENSMUSG00000015087","Rabl6",2931
"ENSMUSG00000026940","Ccdc183",18
"ENSMUSG00000026939","Tmem141",180
"ENSMUSG00000026938","Fcna",125
"ENSMUSG00000049086","Bmyc",192
"ENSMUSG00000026933","Camsap1",1592
"ENSMUSG00000036352","Ubac1",722
"ENSMUSG00000026932","Nacc2",2199
"ENSMUSG00000087679","Tmem250-ps",2399
"ENSMUSG00000087595","1810012K08Rik",60
"ENSMUSG00000036327","Qsox2",1306
"ENSMUSG00000048038","Ccdc187",1630
"ENSMUSG00000026930","Gpsm1",971
"ENSMUSG00000075467","Dnlz",873
"ENSMUSG00000026928","Card9",412
"ENSMUSG00000086779","Gm13562",25
"ENSMUSG00000036281","Snapc4",788
"ENSMUSG00000085767","Gm13563",85
"ENSMUSG00000026927","Sdccag3",2087
"ENSMUSG00000026926","Pmpca",1753
"ENSMUSG00000026925","Inpp5e",1047
"ENSMUSG00000026924","Sec16a",4474
"ENSMUSG00000086714","0610009E02Rik",25
"ENSMUSG00000026923","Notch1",9124
"ENSMUSG00000026921","Egfl7",11869
"ENSMUSG00000026922","Agpat2",1182
"ENSMUSG00000036186","Fam69b",98
"ENSMUSG00000036160","Surf6",766
"ENSMUSG00000015776","Med22",1927
"ENSMUSG00000062647","Rpl7a",11472
"ENSMUSG00000015790","Surf1",1291
"ENSMUSG00000014873","Surf2",591
"ENSMUSG00000014867","Surf4",5506
"ENSMUSG00000049897","Stkld1",18
"ENSMUSG00000052406","Rexo4",996
"ENSMUSG00000014852","Adamts13",18
"ENSMUSG00000015488","Cacfd1",1642
"ENSMUSG00000036067","Slc2a6",150
"ENSMUSG00000036040","Adamtsl2",1493
"ENSMUSG00000009614","Sardh",564
"ENSMUSG00000009621","Vav2",2047
"ENSMUSG00000109946","Brd3os",123
"ENSMUSG00000026918","Brd3",3308
"ENSMUSG00000026917","Wdr5",1276
"ENSMUSG00000085929","Gm13421",22
"ENSMUSG00000015846","Rxra",4123
"ENSMUSG00000026837","Col5a1",1654
"ENSMUSG00000026833","Olfm1",1326
"ENSMUSG00000035829","Ppp1r26",435
"ENSMUSG00000026831","1700007K13Rik",444
"ENSMUSG00000035772","Mrps2",568
"ENSMUSG00000026829","Gbgt1",124
"ENSMUSG00000063611","Gm10134",45
"ENSMUSG00000026821","Ralgds",2467
"ENSMUSG00000026816","Gtf3c5",969
"ENSMUSG00000026812","Tsc1",1634
"ENSMUSG00000026809","Spaca9",201
"ENSMUSG00000026807","Ak8",308
"ENSMUSG00000035666","Gtf3c4",1551
"ENSMUSG00000026806","Ddx31",308
"ENSMUSG00000026805","Barhl1",16
"ENSMUSG00000079502","Cfap77",312
"ENSMUSG00000083773","Gm13394",1154
"ENSMUSG00000026803","Ttf1",965
"ENSMUSG00000043535","Setx",3454
"ENSMUSG00000035513","Ntng2",841
"ENSMUSG00000079499","6530402F18Rik",613
"ENSMUSG00000026799","Med27",397
"ENSMUSG00000039844","Rapgef1",5352
"ENSMUSG00000039826","Trub2",695
"ENSMUSG00000026798","Coq4",191
"ENSMUSG00000059316","Slc27a4",1316
"ENSMUSG00000069020","Urm1",878
"ENSMUSG00000039787","Cercam",286
"ENSMUSG00000026790","Odf2",2217
"ENSMUSG00000019715","Gle1",1871
"ENSMUSG00000057738","Sptan1",36160
"ENSMUSG00000039715","Wdr34",487
"ENSMUSG00000054766","Set",4998
"ENSMUSG00000026785","Pkn3",889
"ENSMUSG00000015335","Zdhhc12",395
"ENSMUSG00000039686","Zer1",1603
"ENSMUSG00000039678","Tbc1d13",1796
"ENSMUSG00000015337","Endog",577
