"Gene_ID","Gene.name","Count","entrezgene_id"
"ENSMUSG00000005198","Polr2a",9039,20020
"ENSMUSG00000018776","Slc35g3",69,56293
"ENSMUSG00000018750","Zbtb4",9900,75580
"ENSMUSG00000041189","Chrnb1",864,11443
"ENSMUSG00000042826","Fgf11",442,14166
"ENSMUSG00000089876","Tmem102",237,380705
"ENSMUSG00000051790","Nlgn2",1841,216856
"ENSMUSG00000070394","Tmem256",786,69186
"ENSMUSG00000019461","Plscr3",3182,70310
"ENSMUSG00000001583","Tnk1",403,83813
"ENSMUSG00000094845","Tmem95",11,100503361
"ENSMUSG00000046731","Kctd11",1062,216858
"ENSMUSG00000001588","Acap1",654,216859
"ENSMUSG00000018570","2810408A11Rik",70,70419
"ENSMUSG00000047284","Neurl4",2172,216860
"ENSMUSG00000023170","Gps2",1392,56310
"ENSMUSG00000078812","Eif5a",9219,276770
"ENSMUSG00000018554","Ybx2",53,53422
"ENSMUSG00000018566","Slc2a4",427,20528
"ENSMUSG00000018569","Cldn7",1835,53624
"ENSMUSG00000018565","Elp5",896,54351
"ENSMUSG00000105100","Gm44349",54,NA
"ENSMUSG00000018559","Ctdnep1",2598,67181
"ENSMUSG00000018567","Gabarap",6886,56486
"ENSMUSG00000018572","Phf23",1734,78246
"ENSMUSG00000020888","Dvl2",1070,13543
"ENSMUSG00000018574","Acadvl",2349,11370
"ENSMUSG00000020886","Dlg4",1191,13385
"ENSMUSG00000020884","Asgr1",143,11889
"ENSMUSG00000040963","Asgr2",47,11890
"ENSMUSG00000040950","Mgl2",713,216864
"ENSMUSG00000000318","Clec10a",145,17312
"ENSMUSG00000040938","Slc16a11",2521,216867
"ENSMUSG00000044367","Slc16a13",346,69309
"ENSMUSG00000000317","Bcl6b",2459,12029
"ENSMUSG00000040904","Gm21988",26,NA
"ENSMUSG00000020831","0610010K14Rik",122,104457
"ENSMUSG00000093989","Rnasek",188,52898
"ENSMUSG00000000320","Alox12",470,11684
"ENSMUSG00000018907","Alox12e",11,11685
"ENSMUSG00000018924","Alox15",147,11687
"ENSMUSG00000082145","Gm12312",92,NA
"ENSMUSG00000018921","Pelp1",1002,75273
"ENSMUSG00000060216","Arrb2",1443,216869
"ENSMUSG00000018923","Med11",501,66172
"ENSMUSG00000018920","Cxcl16",2297,66102
"ENSMUSG00000040829","Zmynd15",384,574428
"ENSMUSG00000018286","Psmb6",2446,19175
"ENSMUSG00000072768","Gm10418",38,NA
"ENSMUSG00000020828","Pld2",1422,18806
"ENSMUSG00000020827","Mink1",6945,50932
"ENSMUSG00000050675","Gp1ba",118,14723
"ENSMUSG00000014606","Slc25a11",2051,67863
"ENSMUSG00000040746","Rnf167",2785,70510
"ENSMUSG00000018293","Pfn1",13000,18643
"ENSMUSG00000087523","Gm12319",110,NA
"ENSMUSG00000060600","Eno3",862,13808
"ENSMUSG00000018287","Spag7",1392,216873
"ENSMUSG00000040712","Camta2",2531,216874
"ENSMUSG00000057054","Inca1",65,103844
"ENSMUSG00000020821","Kif1c",12378,16562
"ENSMUSG00000043602","Zfp3",164,193043
"ENSMUSG00000057135","Scimp",94,327957
"ENSMUSG00000020817","Rabep1",2582,54189
"ENSMUSG00000040667","Nup88",1818,19069
"ENSMUSG00000018449","Rpain",556,69723
"ENSMUSG00000018446","C1qbp",1282,12261
"ENSMUSG00000040620","Dhx33",993,216877
"ENSMUSG00000018442","Derl2",1879,116891
"ENSMUSG00000040599","Mis12",1127,67139
"ENSMUSG00000018451","6330403K07Rik",127,103712
"ENSMUSG00000069830","Nlrp1a",52,195046
"ENSMUSG00000070390","Nlrp1b",109,637515
"ENSMUSG00000092528","Nlrp1c-ps",34,NA
"ENSMUSG00000020811","Wscd1",906,216881
"ENSMUSG00000020808","Pimreg",44,109212
"ENSMUSG00000040543","Pitpnm3",1546,327958
"ENSMUSG00000020807","4933427D14Rik",546,74477
"ENSMUSG00000020807","4933427D14Rik",546,122526781
"ENSMUSG00000107877","Gm43951",24,NA
"ENSMUSG00000020803","Txndc17",1564,52700
"ENSMUSG00000020801","Med31",427,67279
"ENSMUSG00000053574","4930563E22Rik",48,75304
"ENSMUSG00000040483","Xaf1",692,327959
"ENSMUSG00000020799","Tekt1",438,21689
"ENSMUSG00000045667","Smtnl2",821,276829
"ENSMUSG00000040471","Ggt6",99,71522
"ENSMUSG00000040463","Mybbp1a",2968,18432
"ENSMUSG00000040447","Spns2",3292,216892
"ENSMUSG00000020798","Spns3",31,77577
"ENSMUSG00000020794","Ube2g1",2403,67128
"ENSMUSG00000020790","Ankfy1",3808,11736
"ENSMUSG00000057778","Cyb5d2",306,192986
"ENSMUSG00000055670","Zzef1",3222,195018
"ENSMUSG00000084329","Gm6733",36,NA
"ENSMUSG00000020788","Atp2a3",15116,53313
"ENSMUSG00000020787","P2rx1",86,18436
"ENSMUSG00000020785","Camkk1",642,55984
"ENSMUSG00000020783","Ncbp3",1440,66874
"ENSMUSG00000005947","Itgae",444,16407
"ENSMUSG00000050107","Haspin",74,14841
"ENSMUSG00000005950","P2rx5",120,94045
"ENSMUSG00000047260","Emc6",1469,66048
"ENSMUSG00000040158","Tax1bp3",1587,76281
"ENSMUSG00000005949","Ctns",770,83429
"ENSMUSG00000005951","Shpk",244,74637
"ENSMUSG00000020774","Aspa",224,11484
"ENSMUSG00000038807","Rap1gap2",771,380711
"ENSMUSG00000069814","Ccdc92b",44,432582
"ENSMUSG00000020741","Cluh",2906,74148
"ENSMUSG00000020745","Pafah1b1",8820,18472
"ENSMUSG00000010554","Mettl16",952,67493
"ENSMUSG00000000282","Mnt",1984,17428
"ENSMUSG00000038351","Sgsm2",969,97761
"ENSMUSG00000038335","Tsr1",935,104662
"ENSMUSG00000001323","Srr",846,27364
"ENSMUSG00000038290","Smg6",2348,103677
"ENSMUSG00000043099","Hic1",1197,15248
"ENSMUSG00000038268","Ovca2",253,246257
"ENSMUSG00000078789","Dph1",228,116905
"ENSMUSG00000045287","Rtn4rl1",690,237847
"ENSMUSG00000000751","Rpa1",2520,68275
"ENSMUSG00000018809","Smyd4",328,319822
"ENSMUSG00000000753","Serpinf1",1050,20317
"ENSMUSG00000038224","Serpinf2",14,18816
"ENSMUSG00000045374","Wdr81",2083,192652
"ENSMUSG00000085148","Mir22hg",1120,100042498
"ENSMUSG00000038217","Tlcd2",137,380712
"ENSMUSG00000020850","Prpf8",11707,192159
"ENSMUSG00000038195","Rilp",438,280408
"ENSMUSG00000038188","Scarf1",1480,380713
"ENSMUSG00000109715","Gm45606",107,NA
"ENSMUSG00000038178","Slc43a2",3195,215113
"ENSMUSG00000017781","Pitpna",7024,18738
"ENSMUSG00000081485","Gm12338",35,NA
"ENSMUSG00000006127","Inpp5k",4305,19062
"ENSMUSG00000017774","Myo1c",21405,17913
"ENSMUSG00000017776","Crk",8027,12928
"ENSMUSG00000020849","Ywhae",14758,22627
"ENSMUSG00000020848","Doc2b",133,13447
"ENSMUSG00000020847","Rph3al",550,380714
"ENSMUSG00000053783","1700016K19Rik",407,NA
"ENSMUSG00000020846","Rflnb",1554,76566
"ENSMUSG00000017288","Vps53",1407,68299
"ENSMUSG00000017286","Glod4",1610,67201
"ENSMUSG00000069808","Fam57a",696,NA
"ENSMUSG00000049396","Gemin4",32,276919
"ENSMUSG00000038046","Mrm3",174,67390
"ENSMUSG00000020844","Nxn",1173,18230
"ENSMUSG00000020843","Timm22",683,56322
"ENSMUSG00000017631","Abr",4906,109934
"ENSMUSG00000046275","Tusc5",488,NA
"ENSMUSG00000010392","Gosr1",2097,53334
"ENSMUSG00000020841","Cpd",12304,12874
"ENSMUSG00000020840","Blmh",1399,104184
"ENSMUSG00000020838","Slc6a4",426,15567
"ENSMUSG00000037958","Nsrp1",1150,237859
"ENSMUSG00000050944","Efcab5",63,319634
"ENSMUSG00000037926","Ssh2",5666,237860
"ENSMUSG00000083899","Gm12346",80,NA
"ENSMUSG00000020836","Coro6",389,216961
"ENSMUSG00000037907","Ankrd13b",402,268445
"ENSMUSG00000011877","Git1",3800,216963
"ENSMUSG00000044328","Trp53i13",566,216964
"ENSMUSG00000000686","Abhd15",143,67477
"ENSMUSG00000017291","Taok1",5779,216965
"ENSMUSG00000037857","Nufip2",2929,68564
"ENSMUSG00000000631","Myo18a",7213,360013
"ENSMUSG00000017453","Pipox",43,19193
"ENSMUSG00000037791","Phf12",2913,268448
"ENSMUSG00000020834","Dhrs13",156,70451
"ENSMUSG00000061981","Flot2",3588,14252
"ENSMUSG00000020832","Eral1",544,57837
"ENSMUSG00000037750","Fam222b",957,216971
"ENSMUSG00000017386","Traf4",765,22032
"ENSMUSG00000017405","Nek8",334,140859
"ENSMUSG00000019437","Tlcd1",508,68385
"ENSMUSG00000058546","Rpl23a",8077,268449
"ENSMUSG00000058546","Rpl23a",8077,108168140
"ENSMUSG00000002059","Rab34",1033,19376
"ENSMUSG00000044122","Proca1",109,216974
"ENSMUSG00000002052","Supt6",5511,20926
"ENSMUSG00000002064","Sdf2",1269,20316
"ENSMUSG00000010277","2610507B11Rik",9389,NA
"ENSMUSG00000002055","Spag5",72,54141
"ENSMUSG00000017390","Aldoc",307,11676
"ENSMUSG00000041958","Pigs",1636,276846
"ENSMUSG00000002058","Unc119",782,22248
"ENSMUSG00000001095","Slc13a2",37,20500
"ENSMUSG00000020829","Slc46a1",143,52466
"ENSMUSG00000050132","Sarm1",32,237868
"ENSMUSG00000017344","Vtn",335,22370
"ENSMUSG00000051232","Tmem199",458,195040
"ENSMUSG00000001100","Poldip2",1778,67811
"ENSMUSG00000017615","Tnfaip1",6640,21927
"ENSMUSG00000001105","Ift20",1618,55978
"ENSMUSG00000037278","Tmem97",634,69071
"ENSMUSG00000017376","Nlk",1584,18099
"ENSMUSG00000049489","Fam58b",370,NA
"ENSMUSG00000072640","Lyrm9",428,66274
"ENSMUSG00000020826","Nos2",477,18126
"ENSMUSG00000001123","Lgals9",2807,16859
"ENSMUSG00000018334","Ksr1",1159,16706
"ENSMUSG00000017677","Wsb1",2691,78889
"ENSMUSG00000020716","Nf1",2801,18015
"ENSMUSG00000091523","AU040972",1637,104522
"ENSMUSG00000070354","Evi2",52,NA
"ENSMUSG00000078771","Evi2a",353,14017
"ENSMUSG00000017639","Rab11fip4",669,268451
"ENSMUSG00000035575","Utp6",1805,216987
"ENSMUSG00000017548","Suz12",2237,52615
"ENSMUSG00000017561","Crlf3",2254,54394
"ENSMUSG00000017550","Atad5",216,237877
"ENSMUSG00000046909","Tefm",157,68550
"ENSMUSG00000020709","Adap2",632,216991
"ENSMUSG00000086507","Adap2os",63,NA
"ENSMUSG00000020707","Rnf135",354,71956
"ENSMUSG00000017686","Rhot1",2268,59040
"ENSMUSG00000017692","Rhbdl3",253,246104
"ENSMUSG00000057181","5730455P16Rik",1051,70591
"ENSMUSG00000017421","Zfp207",4484,22680
"ENSMUSG00000017428","Psmd11",2596,69077
"ENSMUSG00000048895","Cdk5r1",64,12569
"ENSMUSG00000035441","Myo1d",7338,338367
"ENSMUSG00000035413","Tmem98",1358,103743
"ENSMUSG00000035385","Ccl2",45,20296
"ENSMUSG00000035373","Ccl7",21,20306
"ENSMUSG00000020676","Ccl11",85,20292
"ENSMUSG00000035352","Ccl12",21,20293
"ENSMUSG00000009185","Ccl8",100,20307
"ENSMUSG00000020698","Cct6b",16,12467
"ENSMUSG00000046010","Zfp830",718,66983
"ENSMUSG00000085175","Gm11423",62,100503272
"ENSMUSG00000020697","Lig3",855,16882
"ENSMUSG00000020696","Rffl",865,67338
"ENSMUSG00000018841","Rad51d",545,19364
"ENSMUSG00000020692","Nle1",384,217011
"ENSMUSG00000018845","Unc45b",1083,217012
"ENSMUSG00000086058","Unc45bos",70,100038761
"ENSMUSG00000054404","Slfn5",8291,327978
"ENSMUSG00000069793","Slfn9",333,237886
"ENSMUSG00000035208","Slfn8",88,276950
"ENSMUSG00000072621","Slfn10-ps",80,NA
"ENSMUSG00000072620","Slfn2",1324,20556
"ENSMUSG00000078763","Slfn1",318,20555
"ENSMUSG00000000204","Slfn4",352,20558
"ENSMUSG00000018986","Slfn3",117,20557
"ENSMUSG00000087107","AI662270",322,100043636
"ENSMUSG00000083161","Gm11427",56,NA
"ENSMUSG00000082101","Slfn14",48,237890
"ENSMUSG00000093483","AA465934",344,NA
"ENSMUSG00000018733","Pex12",325,103737
"ENSMUSG00000035152","Ap2b1",7057,71770
"ENSMUSG00000020684","Rasl10b",135,276952
"ENSMUSG00000020686","Gas2l2",154,237891
"ENSMUSG00000035085","1700020L24Rik",146,66330
"ENSMUSG00000020682","Mmp28",583,118453
"ENSMUSG00000020680","Taf15",2554,70439
"ENSMUSG00000035042","Ccl5",463,20304
"ENSMUSG00000019122","Ccl9",959,20308
"ENSMUSG00000051832","E230016K23Rik",26,100504464
"ENSMUSG00000018927","Ccl6",7650,20305
"ENSMUSG00000000982","Ccl3",42,20302
"ENSMUSG00000018930","Ccl4",9,20303
"ENSMUSG00000069792","Wfdc17",132,100034251
"ENSMUSG00000051748","Wfdc21",135,66107
"ENSMUSG00000000976","Heatr6",935,217026
"ENSMUSG00000085235","Gm12576",60,NA
"ENSMUSG00000020679","Hnf1b",569,21410
"ENSMUSG00000020677","Ddx52",1036,78394
"ENSMUSG00000034940","Synrg",4156,217030
"ENSMUSG00000018648","Dusp14",954,56405
"ENSMUSG00000018651","Tada2a",377,217031
"ENSMUSG00000020532","Acaca",3036,107476
"ENSMUSG00000018697","Aatf",531,56321
"ENSMUSG00000018405","Mrm1",350,217038
"ENSMUSG00000034449","Dhrs11",329,192970
"ENSMUSG00000020530","Ggnbp2",2920,217039
"ENSMUSG00000045140","Pigw",168,70325
"ENSMUSG00000020527","Myo19",258,66196
"ENSMUSG00000020526","Znhit3",181,448850
"ENSMUSG00000000805","Car4",5900,12351
"ENSMUSG00000000804","Usp32",2552,237898
"ENSMUSG00000018481","Appbp2",2573,66884
"ENSMUSG00000085628","Appbp2os",18,654810
"ENSMUSG00000020525","Ppm1d",808,53892
"ENSMUSG00000059439","Bcas3",1304,192197
"ENSMUSG00000086199","Bcas3os1",31,71489
"ENSMUSG00000085514","Bcas3os2",40,78420
"ENSMUSG00000087013","2610027K06Rik",195,NA
"ENSMUSG00000000093","Tbx2",11096,21385
"ENSMUSG00000000094","Tbx4",3240,21387
"ENSMUSG00000034329","Brip1",98,237911
"ENSMUSG00000085208","Brip1os",1455,74038
"ENSMUSG00000018068","Ints2",556,70422
"ENSMUSG00000034297","Med13",3567,327987
"ENSMUSG00000020521","Rnft1",1343,76892
"ENSMUSG00000020516","Rps6kb1",1923,72508
"ENSMUSG00000020513","Tubd1",271,56427
"ENSMUSG00000018171","Vmp1",3811,75909
"ENSMUSG00000083992","Gm11478",53,NA
"ENSMUSG00000072582","Ptrh2",385,217057
"ENSMUSG00000047126","Cltc",13631,67300
"ENSMUSG00000018425","Dhx40",1371,67487
"ENSMUSG00000018427","Ypel2",931,77864
"ENSMUSG00000061666","Gdpd1",1349,66569
"ENSMUSG00000020495","Smg8",948,74133
"ENSMUSG00000020493","Prr11",85,270906
"ENSMUSG00000020492","Ska2",512,66140
"ENSMUSG00000018548","Trim37",1472,68729
"ENSMUSG00000046442","Ppm1e",92,320472
"ENSMUSG00000007646","Rad51c",73,114714
"ENSMUSG00000010342","Tex14",29,83560
"ENSMUSG00000020486","4-Sep",6642,NA
"ENSMUSG00000018401","Mtmr4",2019,170749
"ENSMUSG00000034177","Rnf43",713,207742
"ENSMUSG00000020485","Supt4a",1077,20922
"ENSMUSG00000084796","Mir142hg",169,NA
"ENSMUSG00000065420","Mir142b",84,102466883
"ENSMUSG00000034156","Tspoap1",270,207777
"ENSMUSG00000034121","Mks1",245,380718
"ENSMUSG00000060787","Olfr464",19,NA
"ENSMUSG00000020483","Dynll2",8495,68097
"ENSMUSG00000096983","2010015M23Rik",18,NA
"ENSMUSG00000018379","Srsf1",6850,110809
"ENSMUSG00000018377","Vezf1",4424,22344
"ENSMUSG00000018378","Cuedc1",2319,70393
"ENSMUSG00000018378","Cuedc1",2319,103841
"ENSMUSG00000023723","Mrps23",967,64656
"ENSMUSG00000069769","Msi2",3126,76626
"ENSMUSG00000087574","C030037D09Rik",135,NA
"ENSMUSG00000018428","Akap1",1447,11640
"ENSMUSG00000000278","Scpep1",2544,74617
"ENSMUSG00000057534","Elobl",17,217066
"ENSMUSG00000033983","Coil",364,12812
"ENSMUSG00000000275","Trim25",4055,217069
"ENSMUSG00000000276","Dgke",1195,56077
"ENSMUSG00000048616","Nog",10,18121
"ENSMUSG00000047773","Ankfn1",128,382543
"ENSMUSG00000020553","Pctp",417,18559
"ENSMUSG00000069763","Tmem100",18659,67888
"ENSMUSG00000110344","Gm45716",74,NA
"ENSMUSG00000003948","Mmd",2192,67468
"ENSMUSG00000003949","Hlf",1282,217082
"ENSMUSG00000020546","Stxbp4",687,20913
"ENSMUSG00000020544","Cox11",201,69802
"ENSMUSG00000020541","Tom1l1",1180,71943
"ENSMUSG00000054079","Utp18",924,217109
"ENSMUSG00000059474","Mbtd1",1196,103537
"ENSMUSG00000020857","Nme2",1039,18103
"ENSMUSG00000091228","Gm20390",37,NA
"ENSMUSG00000037601","Nme1",604,18102
"ENSMUSG00000020859","Spag9",9367,70834
"ENSMUSG00000086003","B230206L02Rik",142,100039440
"ENSMUSG00000037573","Tob1",2850,22057
"ENSMUSG00000044177","Wfikkn2",95,278507
"ENSMUSG00000020863","Luc7l3",4087,67684
"ENSMUSG00000020864","Ankrd40",7639,71452
"ENSMUSG00000020865","Abcc3",2984,76408
"ENSMUSG00000020866","Cacna1g",80,12291
"ENSMUSG00000020867","Spata20",20,217116
"ENSMUSG00000010080","Epn3",1995,71889
"ENSMUSG00000039110","Mycbpap",654,104601
"ENSMUSG00000039096","Rsad1",521,237926
"ENSMUSG00000076435","Acsf2",1327,264895
"ENSMUSG00000039084","Chad",278,12643
"ENSMUSG00000020869","Lrrc59",3866,98238
"ENSMUSG00000039055","Eme1",18,268465
"ENSMUSG00000024414","Mrpl27",516,94064
"ENSMUSG00000020868","Xylt2",1066,217119
"ENSMUSG00000075611","Gm11545",9,NA
"ENSMUSG00000001506","Col1a1",5097,12842
"ENSMUSG00000001508","Sgca",108,20391
"ENSMUSG00000038976","Ppp1r9b",9167,217124
"ENSMUSG00000047181","Samd14",534,217125
"ENSMUSG00000038967","Pdk2",2043,18604
"ENSMUSG00000001507","Itga3",14621,16400
"ENSMUSG00000038909","Kat7",2541,217127
"ENSMUSG00000038893","Fam117a",1501,215512
"ENSMUSG00000020873","Slc35b1",1035,110172
"ENSMUSG00000057522","Spop",10048,20747
"ENSMUSG00000046719","Nxph3",174,104079
"ENSMUSG00000000120","Ngfr",76,18053
"ENSMUSG00000038845","Phb",1180,NA
"ENSMUSG00000086191","Zfp652os",13,NA
"ENSMUSG00000075595","Zfp652",7034,268469
"ENSMUSG00000050860","Phospho1",140,237928
"ENSMUSG00000018381","Abi3",803,66610
"ENSMUSG00000038811","Gngt2",1041,14710
"ENSMUSG00000086015","4833417C18Rik",30,73906
"ENSMUSG00000013418","B4galnt2",23,14422
"ENSMUSG00000013415","Igf2bp1",66,140486
"ENSMUSG00000006058","Snf8",1311,27681
"ENSMUSG00000014349","Ube2z",3868,268470
"ENSMUSG00000006057","Atp5g1",1481,NA
"ENSMUSG00000006056","Calcoco2",64,76815
"ENSMUSG00000038756","Ttll6",501,237930
"ENSMUSG00000056648","Hoxb8",18,15416
"ENSMUSG00000038721","Hoxb7",68,15415
"ENSMUSG00000085645","Hoxb5os",13,75395
"ENSMUSG00000000690","Hoxb6",114,15414
"ENSMUSG00000038700","Hoxb5",482,15413
"ENSMUSG00000038692","Hoxb4",531,15412
"ENSMUSG00000048763","Hoxb3",186,15410
"ENSMUSG00000075589","Gm11536",14,NA
"ENSMUSG00000084844","Hoxb3os",61,NA
"ENSMUSG00000075588","Hoxb2",94,103889
"ENSMUSG00000057058","Skap1",153,78473
"ENSMUSG00000020876","Snx11",1115,74479
"ENSMUSG00000018666","Cbx1",2232,12412
"ENSMUSG00000081249","Gm11517",25,NA
"ENSMUSG00000038615","Nfe2l1",11630,18023
"ENSMUSG00000018672","Copz2",604,56358
"ENSMUSG00000018669","Cdk5rap3",1386,80280
"ENSMUSG00000078700","D030028A08Rik",149,319371
"ENSMUSG00000047040","Prr15l",1575,217138
"ENSMUSG00000018659","Pnpo",574,103711
"ENSMUSG00000018678","Sp2",1163,78912
"ENSMUSG00000038560","Sp6",20,83395
"ENSMUSG00000020877","Scrn2",344,217140
"ENSMUSG00000020878","Lrrc46",134,69297
"ENSMUSG00000001445","Mrpl10",1448,107732
"ENSMUSG00000038534","Osbpl7",687,71240
"ENSMUSG00000001444","Tbx21",93,57765
"ENSMUSG00000038517","Tbkbp1",2605,73174
"ENSMUSG00000001440","Kpnb1",7320,16211
"ENSMUSG00000001441","Npepps",2892,19155
"ENSMUSG00000018882","Mrpl45",488,67036
"ENSMUSG00000070337","Gpr179",221,217143
"ENSMUSG00000038485","Socs7",2111,192157
"ENSMUSG00000049807","Arhgap23",4556,58996
"ENSMUSG00000047988","4933428G20Rik",38,NA
"ENSMUSG00000038453","Srcin1",851,56013
"ENSMUSG00000087042","Gm11611",146,NA
"ENSMUSG00000085860","2410003L11Rik",26,NA
"ENSMUSG00000043439","Epop",614,103551
"ENSMUSG00000085586","Gm11613",242,NA
"ENSMUSG00000038437","Mllt6",5671,246198
"ENSMUSG00000078695","Cisd3",208,217149
"ENSMUSG00000018537","Pcgf2",1118,22658
"ENSMUSG00000069744","Psmb3",2052,26446
"ENSMUSG00000018547","Pip4k2b",2046,108083
"ENSMUSG00000018541","Cwc25",1060,67480
"ENSMUSG00000071415","Rpl23",11726,65019
"ENSMUSG00000038366","Lasp1",8847,16796
"ENSMUSG00000050538","B230217C12Rik",54,NA
"ENSMUSG00000070336","Fbxo47",29,72973
"ENSMUSG00000017417","Plxdc1",572,72324
"ENSMUSG00000038352","Arl5c",208,217151
"ENSMUSG00000020882","Cacnb1",354,12295
"ENSMUSG00000017404","Rpl19",10153,19921
"ENSMUSG00000017400","Stac2",223,217154
"ENSMUSG00000020883","Fbxl20",3277,72194
"ENSMUSG00000018160","Med1",2622,19014
"ENSMUSG00000003119","Cdk12",2236,69131
"ENSMUSG00000061718","Ppp1r1b",456,19049
"ENSMUSG00000018167","Stard3",2049,59045
"ENSMUSG00000007877","Tcap",1180,21393
"ENSMUSG00000038208","Pgap3",435,320655
"ENSMUSG00000062312","Erbb2",1806,13866
"ENSMUSG00000002580","Mien1",634,103742
"ENSMUSG00000084835","Gm12352",26,NA
"ENSMUSG00000019312","Grb7",1024,14786
"ENSMUSG00000018168","Ikzf3",684,22780
"ENSMUSG00000038150","Ormdl3",1701,66612
"ENSMUSG00000017204","Gsdma",0,57911
"ENSMUSG00000017221","Psmd3",3613,22123
"ENSMUSG00000017210","Med24",1248,23989
"ENSMUSG00000058756","Thra",3208,21833
"ENSMUSG00000020889","Nr1d1",1577,217166
"ENSMUSG00000052915","Msl1",5581,74026
"ENSMUSG00000075576","Gm12359",97,100037262
"ENSMUSG00000078676","Casc3",2505,192160
"ENSMUSG00000038020","Rapgefl1",115,268480
"ENSMUSG00000038013","Wipf2",1950,68524
"ENSMUSG00000017499","Cdc6",118,23834
"ENSMUSG00000037992","Rara",2314,19401
"ENSMUSG00000020914","Top2a",540,21973
"ENSMUSG00000017493","Igfbp4",9381,16010
"ENSMUSG00000017607","Tns4",72,217169
"ENSMUSG00000037944","Ccr7",669,12775
"ENSMUSG00000037935","Smarce1",2657,57376
"ENSMUSG00000035849","Krt222",57,268481
"ENSMUSG00000019761","Krt10",116,16661
"ENSMUSG00000006777","Krt23",615,94179
"ENSMUSG00000086688","Gm11560",10,NA
"ENSMUSG00000078252","Krtap17-1",37,77914
"ENSMUSG00000044041","Krt13",7,16663
"ENSMUSG00000054146","Krt15",259,16665
"ENSMUSG00000020911","Krt19",6781,16669
"ENSMUSG00000045545","Krt14",4,16664
"ENSMUSG00000035530","Eif1",12838,20918
"ENSMUSG00000006930","Hap1",780,15114
"ENSMUSG00000091478","Gm10039",27,NA
"ENSMUSG00000001552","Jup",17413,16480
"ENSMUSG00000006931","P3h4",824,66180
"ENSMUSG00000001555","Fkbp10",785,14230
"ENSMUSG00000017176","Nt5c3b",671,68106
"ENSMUSG00000048732","Klhl11",590,217194
"ENSMUSG00000020917","Acly",9496,104112
"ENSMUSG00000006784","Ttc25",390,NA
"ENSMUSG00000006782","Cnp",1600,12799
"ENSMUSG00000014195","Dnajc7",3476,56354
"ENSMUSG00000017837","Nkiras2",1321,71966
"ENSMUSG00000017830","Dhx58",367,80861
"ENSMUSG00000020918","Kat2a",1001,14534
"ENSMUSG00000019173","Rab5c",7473,19345
"ENSMUSG00000035355","Kcnh4",43,380728
"ENSMUSG00000017747","Ghdc",621,80860
"ENSMUSG00000020919","Stat5b",3027,20851
"ENSMUSG00000004043","Stat5a",789,20850
"ENSMUSG00000004040","Stat3",7754,20848
"ENSMUSG00000004044","Cavin1",28903,19285
"ENSMUSG00000019302","Atp6v0a1",5285,11975
"ENSMUSG00000001751","Naglu",1248,27419
"ENSMUSG00000001755","Ppat",838,231327
"ENSMUSG00000017801","Mlx",864,21428
"ENSMUSG00000019303","Psmc3ip",155,19183
"ENSMUSG00000017802","Retreg3",2750,67998
"ENSMUSG00000035198","Tubg1",743,103733
"ENSMUSG00000045007","Tubg2",58,103768
"ENSMUSG00000035172","Plekhh3",1048,217198
"ENSMUSG00000017167","Cntnap1",157,53321
"ENSMUSG00000044052","Ccr10",54,12777
"ENSMUSG00000006920","Ezh1",3169,14055
"ENSMUSG00000001240","Ramp2",8295,54409
"ENSMUSG00000078656","Vps25",52,28084
"ENSMUSG00000035112","Wnk4",461,69847
"ENSMUSG00000017188","Coa3",1156,52469
"ENSMUSG00000078653","Cntd1",29,68107
"ENSMUSG00000035086","Becn1",3545,56208
"ENSMUSG00000078652","Psme3",2747,19192
"ENSMUSG00000078651","Aoc2",105,237940
"ENSMUSG00000019326","Aoc3",609,11754
"ENSMUSG00000075528","Aarsd1",123,69684
"ENSMUSG00000097487","Ptges3l",53,73635
"ENSMUSG00000035007","Rundc1",1127,217201
"ENSMUSG00000063316","Rpl27",5436,19942
"ENSMUSG00000010358","Ifi35",1300,70110
"ENSMUSG00000034993","Vat1",10471,26949
"ENSMUSG00000001313","Rnd2",362,11858
"ENSMUSG00000017146","Brca1",117,12189
"ENSMUSG00000017119","Nbr1",5494,17966
"ENSMUSG00000034947","Tmem106a",711,217203
"ENSMUSG00000010362","Rdm1",601,66599
"ENSMUSG00000034936","Arl4d",1203,80981
"ENSMUSG00000034931","Dhx8",1552,217207
"ENSMUSG00000017724","Etv4",45,18612
"ENSMUSG00000001493","Meox1",590,17285
"ENSMUSG00000001494","Sost",6,74499
"ENSMUSG00000003518","Dusp3",7150,72349
"ENSMUSG00000052373","Mpp3",240,13384
"ENSMUSG00000017309","Cd300lg",988,52685
"ENSMUSG00000017314","Mpp2",655,50997
"ENSMUSG00000082045","Gm11585",45,NA
"ENSMUSG00000048217","Nags",7,217214
"ENSMUSG00000020921","Tmem101",388,76547
"ENSMUSG00000020922","Lsm12",1344,268490
"ENSMUSG00000034793","G6pc3",961,68401
"ENSMUSG00000008855","Hdac5",4666,15184
"ENSMUSG00000034773","BC030867",7,NA
"ENSMUSG00000034757","Tmub2",1294,72053
"ENSMUSG00000059995","Atxn7l3",2633,217218
"ENSMUSG00000020923","Ubtf",5528,21429
"ENSMUSG00000006574","Slc4a1",697,20533
"ENSMUSG00000006575","Rundc3a",99,51799
"ENSMUSG00000018677","Slc25a39",3574,68066
"ENSMUSG00000034708","Grn",8254,14824
"ENSMUSG00000034685","Fam171a2",423,217219
