gene1	module1	X88	X89	X90	X92	X93	X94	X97	X99	X101	X103	X104	X105	X108	X109	X110	Gene.name	EntrezID
ENSMUSG00000003849	turquoise	96	108	98	130	100	195	296	157	283	155	193	181	220	224	251	Nqo1	18104
ENSMUSG00000031827	turquoise	1730	1394	1993	2292	2275	1844	3523	2160	2065	2319	2079	2617	2707	2931	2710	Cotl1	72042
ENSMUSG00000110631	turquoise	453	367	134	267	750	418	874	1028	566	535	746	612	1006	416	666	Gm42047	105246823
ENSMUSG00000006519	turquoise	1824	1576	2090	2092	2023	1785	3452	2818	2549	2662	2741	3097	3481	3897	3676	Cyba	13057
ENSMUSG00000006517	turquoise	262	315	357	237	324	238	497	415	402	397	391	479	801	642	617	Mvd	192156
ENSMUSG00000015027	turquoise	194	187	212	270	233	261	494	420	351	420	348	462	424	531	484	Galns	50917
ENSMUSG00000025279	turquoise	77	93	61	101	108	108	201	204	182	142	204	105	199	139	242	Dnase1l3	13421
ENSMUSG00000045201	turquoise	14	16	14	26	26	22	42	39	33	46	56	86	38	105	104	Lrrc3b	218763
ENSMUSG00000021775	turquoise	381	562	740	2209	2636	2471	4243	1915	2763	2989	2425	3108	1504	3144	5061	Nr1d2	353187
ENSMUSG00000021806	turquoise	338	415	300	359	327	326	618	837	561	553	794	826	855	1374	1062	Nid2	18074
ENSMUSG00000021879	turquoise	529	458	354	622	582	465	1359	529	905	713	668	772	810	628	1376	Dnah12	110083
ENSMUSG00000021994	turquoise	363	324	257	454	370	382	813	623	668	694	632	854	691	794	980	Wnt5a	22418
ENSMUSG00000021922	turquoise	840	891	1606	1528	2375	818	2472	1468	1505	1358	1311	1849	1599	2463	2122	Itih4	16427
ENSMUSG00000056234	turquoise	1210	1043	898	1381	1315	1112	2245	1544	1670	1648	1496	1655	1978	2206	2192	Ncoa4	27057
ENSMUSG00000041445	turquoise	609	650	619	1048	854	828	1614	1138	1135	1180	1231	1459	1448	1700	2223	Mmrn2	105450
ENSMUSG00000021803	turquoise	9	13	13	9	21	12	37	133	123	148	67	155	174	108	152	Cdhr1	170677
ENSMUSG00000050335	turquoise	2573	1845	2578	2106	2692	2654	4031	5472	3337	5209	4472	6930	5144	8238	5005	Lgals3	16854
ENSMUSG00000072572	turquoise	141	104	139	137	169	156	205	275	139	231	256	354	223	423	279	Slc39a2	214922
ENSMUSG00000000957	turquoise	1611	1449	1337	1691	1291	1151	2271	2248	2275	1823	1874	2414	2887	2167	2553	Mmp14	17387
ENSMUSG00000022180	turquoise	242	237	310	262	235	217	452	382	376	372	439	542	403	578	500	Slc7a8	50934
ENSMUSG00000002324	turquoise	10	4	3	26	14	14	58	30	12	41	9	32	20	34	57	Rec8	56739
ENSMUSG00000022218	turquoise	103	84	115	103	121	194	182	183	129	158	164	215	246	175	198	Tgm1	21816
ENSMUSG00000022225	turquoise	54	55	64	37	31	73	150	937	628	961	915	752	708	1246	1217	Cma1	17228
ENSMUSG00000061068	turquoise	92	100	162	88	59	117	251	1498	790	1373	1358	1092	862	1969	1658	Mcpt4	17227
ENSMUSG00000040314	turquoise	2	2	6	0	1	1	2	13	16	21	21	20	9	38	25	Ctsg	13035
ENSMUSG00000071347	turquoise	33	17	27	44	36	49	50	47	78	48	65	74	92	113	128	C1qtnf9	239126
ENSMUSG00000043157	turquoise	143	136	173	190	184	180	285	328	231	324	317	344	348	557	361	Arl11	219144
ENSMUSG00000021939	turquoise	10142	8765	9763	10895	11075	10299	18597	22248	16645	19979	18228	29005	22739	29862	24726	Ctsb	13030
ENSMUSG00000059456	turquoise	751	633	687	1229	1020	954	1744	1106	1022	1175	1043	1315	1131	1392	1355	Ptk2b	19229
ENSMUSG00000034205	turquoise	512	420	363	385	355	309	664	573	803	638	567	639	1035	734	979	Loxl2	94352
ENSMUSG00000022074	turquoise	243	196	235	215	240	259	574	530	534	257	264	329	511	439	784	Tnfrsf10b	21933
ENSMUSG00000022094	turquoise	480	402	364	472	461	351	768	639	744	434	496	667	884	748	982	Slc39a14	213053
ENSMUSG00000021996	turquoise	1094	1021	1297	1273	1217	1264	2257	1638	1623	1567	1463	1786	1981	1987	2011	Esd	13885
ENSMUSG00000021998	turquoise	6083	5161	5772	7678	7981	6161	11790	7350	7798	8298	7198	9034	9369	10464	10647	Lcp1	18826
ENSMUSG00000022018	turquoise	1329	1395	2195	1671	1983	1654	3006	1835	2153	1262	2205	1832	2391	3210	2423	Rgcc	66214
ENSMUSG00000022123	turquoise	2169	2110	2414	3124	3685	2113	6223	2911	4245	3250	3077	3168	3840	3351	5640	Scel	64929
ENSMUSG00000025557	turquoise	64	79	106	118	182	111	162	118	123	149	138	191	126	186	207	Slc15a1	56643
ENSMUSG00000032925	turquoise	149	139	133	188	131	148	329	250	341	265	214	447	330	369	370	Itgbl1	223272
ENSMUSG00000049723	turquoise	331	258	312	240	470	361	794	4479	1201	3697	2480	7509	2535	5988	2823	Mmp12	17381
ENSMUSG00000043613	turquoise	286	209	130	121	123	167	370	356	474	434	341	571	554	444	595	Mmp3	17392
ENSMUSG00000005800	turquoise	65	57	118	103	112	63	197	82	64	137	104	154	133	158	166	Mmp8	17394
ENSMUSG00000036912	turquoise	85	128	147	121	213	111	184	229	211	204	219	245	184	256	243	Piwil4	330890
ENSMUSG00000049307	turquoise	184	218	236	229	340	208	310	311	362	309	304	355	443	515	423	Fut4	14345
ENSMUSG00000043885	turquoise	911	788	733	1147	947	896	2013	1281	1519	1237	1285	1381	1665	1635	1867	Slc36a4	234967
ENSMUSG00000001348	turquoise	498	382	468	503	554	564	975	1169	841	1216	1239	1527	1188	1992	1455	Acp5	11433
ENSMUSG00000074472	turquoise	27	29	25	26	50	39	115	77	53	106	95	110	88	90	125	Zfp872	619310
ENSMUSG00000031990	turquoise	176	153	141	194	153	170	346	233	262	224	258	286	350	436	426	Jam3	83964
ENSMUSG00000031994	turquoise	1017	912	820	994	827	933	2104	1269	1550	1194	1201	1114	2108	1441	2066	Adamts8	30806
ENSMUSG00000016087	turquoise	1021	831	757	1081	775	845	1832	1560	1632	889	854	960	1763	1505	2107	Fli1	14247
ENSMUSG00000032122	turquoise	286	234	238	287	278	294	498	630	447	561	511	790	575	874	659	Slc37a2	56857
ENSMUSG00000032024	turquoise	541	497	457	545	286	247	796	647	666	540	510	676	1152	681	731	Clmp	71566
ENSMUSG00000032013	turquoise	72	63	91	83	95	190	138	174	88	209	204	214	161	295	190	Trim29	72169
ENSMUSG00000032010	turquoise	325	303	329	371	419	593	851	401	544	539	468	487	542	596	1019	Usp2	53376
ENSMUSG00000066705	turquoise	323	274	300	388	205	324	506	349	584	334	381	523	511	471	639	Fxyd6	59095
ENSMUSG00000032068	turquoise	2019	1661	1820	1778	2191	1751	3004	2149	2260	2464	2353	2802	3011	3915	3384	Plet1	76509
ENSMUSG00000032053	turquoise	189	175	142	398	285	346	694	628	453	620	527	487	542	356	791	Pou2af1	18985
ENSMUSG00000032911	turquoise	579	588	416	564	518	456	1063	622	854	823	732	857	1081	845	1275	Cspg4	121021
ENSMUSG00000040722	turquoise	173	157	222	260	239	185	432	412	406	451	383	566	413	586	595	Scamp5	56807
ENSMUSG00000074280	turquoise	185	128	243	153	241	291	225	338	257	233	280	371	353	532	335	Gm6166	101056162
ENSMUSG00000038264	turquoise	1797	1770	2550	2462	1797	1692	4598	3171	3308	2423	3335	2900	3967	3788	3908	Sema7a	20361
ENSMUSG00000032323	turquoise	17	18	21	18	19	16	80	97	52	128	88	83	73	88	109	Cyp11a1	13070
ENSMUSG00000032334	turquoise	1731	1540	1162	1505	777	855	1857	2075	2048	1557	1516	2108	3021	2200	2292	Loxl1	16949
ENSMUSG00000025232	turquoise	2116	1794	2162	2233	2518	1951	3613	3156	3175	3115	2913	3690	4023	4678	4666	Hexa	15211
ENSMUSG00000050721	turquoise	1128	905	829	1178	1025	1122	2245	1471	1542	1443	1350	1758	1816	1737	2473	Plekho2	102595
ENSMUSG00000035284	turquoise	1964	1817	989	2408	2090	1762	3903	2025	2811	2286	2143	2535	2681	2728	3577	Vps13c	320528
ENSMUSG00000032224	turquoise	252	174	209	252	227	194	568	334	539	403	387	340	570	411	708	Fam81a	76886
ENSMUSG00000034593	turquoise	1060	878	661	1231	1078	1128	2275	2166	1996	2067	1961	2587	2236	2814	2681	Myo5a	17918
ENSMUSG00000032350	turquoise	3851	3561	2954	3082	3830	2876	5791	4500	5390	3808	3716	4099	6898	4951	6275	Gclc	14629
ENSMUSG00000046186	turquoise	54	56	45	69	58	120	174	316	244	295	278	435	306	514	397	Cd109	235505
ENSMUSG00000032420	turquoise	1353	1642	2288	3461	2974	2246	7195	3600	4658	3758	3792	4056	4443	4362	5397	Nt5e	23959
ENSMUSG00000032363	turquoise	73	95	85	130	114	89	166	231	152	221	233	326	171	397	327	Adamts7	108153
ENSMUSG00000032372	turquoise	555	461	680	994	734	713	1728	729	1024	877	990	998	1050	1081	1376	Plscr2	18828
ENSMUSG00000046997	turquoise	11	18	13	27	19	19	50	50	47	42	59	73	64	68	72	Spsb4	211949
ENSMUSG00000037953	turquoise	8	10	5	7	13	17	15	68	64	65	81	54	78	82	82	A4gnt	333424
ENSMUSG00000032537	turquoise	47	40	31	49	43	37	92	205	138	150	153	145	228	222	254	Ephb1	270190
ENSMUSG00000091345	turquoise	91	68	83	115	64	63	200	100	172	119	155	130	190	134	320	Col6a5	665033
ENSMUSG00000032595	turquoise	364	333	331	385	404	293	1006	574	775	682	546	584	901	613	997	Cdhr4	69398
ENSMUSG00000032492	turquoise	61	51	66	82	40	45	122	120	175	116	121	157	177	165	167	Pth1r	19228
ENSMUSG00000032496	turquoise	853	616	641	830	691	1046	2255	1131	1802	1525	1078	1380	1767	1112	2446	Ltf	17002
ENSMUSG00000045594	turquoise	474	424	395	590	626	507	993	745	770	696	674	805	824	867	1038	Glb1	12091
ENSMUSG00000032440	turquoise	8155	6870	6787	10421	8482	8278	16374	11617	13128	11684	11518	12737	14569	14620	15675	Tgfbr2	21813
ENSMUSG00000052336	turquoise	175	186	182	302	280	147	342	269	240	408	305	370	361	248	309	Cx3cr1	13051
ENSMUSG00000036814	turquoise	114	123	95	167	214	149	286	255	237	244	275	358	235	389	275	Slc6a20a	102680
ENSMUSG00000025804	turquoise	160	137	203	164	177	137	324	211	199	261	285	341	309	320	324	Ccr1	12768
ENSMUSG00000049103	turquoise	539	390	408	778	505	510	1235	567	662	869	763	831	808	600	940	Ccr2	12772
ENSMUSG00000079227	turquoise	170	112	134	157	160	115	291	234	224	357	309	470	307	319	400	Ccr5	12774
ENSMUSG00000034614	turquoise	386	293	369	677	560	541	975	498	551	656	608	671	543	664	872	Pik3ip1	216505
ENSMUSG00000034394	turquoise	95	76	116	161	149	80	265	165	201	226	177	229	195	101	340	Lif	16878
ENSMUSG00000020473	turquoise	2903	2290	2317	2945	2589	2575	5826	4344	5008	4114	4017	4312	5089	4796	6002	Aebp1	11568
ENSMUSG00000041046	turquoise	97	88	131	58	57	63	177	261	135	114	162	207	210	283	279	Ramp3	56089
ENSMUSG00000020176	turquoise	1368	1211	1074	1179	922	867	1964	1388	1770	1216	1288	1472	2241	1880	2326	Grb10	14783
ENSMUSG00000086584	turquoise	0	1	1	4	0	2	6	9	2	8	21	16	5	31	32	Gm12002	100503630
ENSMUSG00000020120	turquoise	1401	1112	1235	1810	1752	1518	3142	2275	1898	2333	2335	2354	2611	3326	2881	Plek	56193
ENSMUSG00000032740	turquoise	852	728	526	839	791	688	1455	1113	1388	1108	1151	1160	1498	1541	1689	Ccdc88a	108686
ENSMUSG00000020303	turquoise	89	77	74	123	78	88	203	195	189	190	189	198	223	204	253	Stc2	20856
ENSMUSG00000020300	turquoise	2468	2168	2022	2829	2428	2184	4573	3599	4398	2289	2284	2877	4145	3995	5546	Cpeb4	67579
ENSMUSG00000040711	turquoise	1021	900	665	858	846	730	1418	1344	1349	1124	1279	1456	1719	1690	1760	Sh3pxd2b	268396
ENSMUSG00000002699	turquoise	317	256	310	398	406	349	705	489	413	518	457	561	558	586	673	Lcp2	16822
ENSMUSG00000020143	turquoise	941	808	742	1494	1253	1266	2384	1393	1438	1592	1320	1455	1455	1579	1798	Dock2	94176
ENSMUSG00000020326	turquoise	3346	2551	2236	2775	2621	3047	5348	4595	5632	4547	3777	4549	6088	5056	6832	Ccng1	12450
ENSMUSG00000057098	turquoise	389	304	262	586	387	459	788	458	549	585	555	563	514	589	799	Ebf1	13591
ENSMUSG00000020340	turquoise	657	624	502	928	807	823	1674	1133	1185	1125	973	1157	1234	1149	1325	Cyfip2	76884
ENSMUSG00000020399	turquoise	209	173	206	254	244	239	361	311	285	318	318	380	339	467	481	Havcr2	171285
ENSMUSG00000058163	turquoise	61	49	39	55	80	59	109	97	109	142	88	159	101	157	147	Gm5431	432555
ENSMUSG00000040283	turquoise	47	70	74	72	66	53	126	460	133	312	451	575	326	1070	920	Btnl9	237754
ENSMUSG00000036545	turquoise	969	823	772	957	821	802	1575	1567	1661	1448	1410	2106	1980	1974	2046	Adamts2	216725
ENSMUSG00000020334	turquoise	19	24	24	47	31	28	83	102	64	79	67	75	72	114	85	Slc22a4	30805
ENSMUSG00000018339	turquoise	12504	10587	12694	14923	8821	9774	21809	15047	21850	14778	15540	15924	23563	20067	24797	Gpx3	14778
ENSMUSG00000000594	turquoise	2434	1908	2194	2588	2377	2443	4469	3066	3142	3333	3002	3547	3963	4064	4026	Gm2a	14667
ENSMUSG00000018593	turquoise	28557	26331	29321	29531	28468	26392	51793	48317	51776	43893	45533	54892	65769	62303	70402	Sparc	20692
ENSMUSG00000049892	turquoise	89	98	131	169	150	130	225	148	176	137	199	157	178	344	165	Rasd1	19416
ENSMUSG00000010142	turquoise	143	109	114	267	181	180	418	203	221	299	269	240	228	194	339	Tnfrsf13b	57916
ENSMUSG00000042436	turquoise	17981	17613	15231	15864	14320	13979	24201	20212	20918	18791	18450	15498	29718	25727	31872	Mfap4	76293
ENSMUSG00000033066	turquoise	930	670	555	852	761	850	1688	1057	1258	1204	1011	1272	1394	1322	1573	Gas7	14457
ENSMUSG00000020901	turquoise	517	344	412	524	542	544	1086	1030	806	977	981	1087	959	1580	1321	Pik3r5	320207
ENSMUSG00000020893	turquoise	1989	1912	1733	3003	3342	3551	5340	3474	3234	1797	3293	3896	3386	4357	4882	Per1	18626
ENSMUSG00000045377	turquoise	121	166	153	217	137	193	370	211	177	218	270	313	317	353	383	Tmem88	67020
ENSMUSG00000018774	turquoise	1251	915	1184	1393	1504	1339	2254	2644	1906	2769	2714	3404	2702	4516	3155	Cd68	12514
ENSMUSG00000040950	turquoise	680	425	489	599	380	472	713	768	885	848	726	901	1269	1057	1173	Mgl2	216864
ENSMUSG00000000318	turquoise	52	74	95	102	73	79	145	162	195	183	172	154	211	196	227	Clec10a	17312
ENSMUSG00000000317	turquoise	965	1100	1037	1105	1004	1303	2459	1428	1735	986	1130	1349	1993	1466	2763	Bcl6b	12029
ENSMUSG00000018920	turquoise	1395	1073	1204	1182	1063	980	2297	1593	1909	1248	1253	1727	2370	1726	2380	Cxcl16	66102
ENSMUSG00000070390	turquoise	30	36	31	52	52	38	109	60	51	64	92	119	56	90	130	Nlrp1b	637515
ENSMUSG00000085148	turquoise	397	332	445	666	542	584	1120	585	614	645	764	757	651	674	879	Mir22hg	100042498
ENSMUSG00000038178	turquoise	1953	2152	1904	2090	1988	1539	3195	2497	2732	2214	2576	2817	3619	3282	3274	Slc43a2	215113
ENSMUSG00000020846	turquoise	1196	913	978	1024	834	751	1554	1211	1685	1178	1265	1257	2472	1710	2020	Rflnb	76566
ENSMUSG00000017390	turquoise	145	127	183	227	268	221	307	304	248	336	331	385	329	472	376	Aldoc	11676
ENSMUSG00000020826	turquoise	149	163	165	333	274	231	477	439	456	459	454	676	477	593	772	Nos2	18126
ENSMUSG00000091523	turquoise	600	505	619	657	669	559	1637	1358	1426	1170	976	1193	2126	1058	1690	AU040972	104522
ENSMUSG00000078771	turquoise	200	148	166	221	190	205	353	293	246	396	302	351	307	353	388	Evi2a	14017
ENSMUSG00000035385	turquoise	31	17	10	13	7	18	45	61	60	79	41	81	128	86	134	Ccl2	20296
ENSMUSG00000035373	turquoise	28	10	6	9	6	4	21	27	37	50	14	31	46	29	77	Ccl7	20306
ENSMUSG00000009185	turquoise	42	51	54	21	41	50	100	308	258	327	263	323	274	279	319	Ccl8	20307
ENSMUSG00000072620	turquoise	564	421	576	715	613	692	1324	781	807	740	793	784	891	1119	1080	Slfn2	20556
ENSMUSG00000020684	turquoise	44	31	53	74	62	53	135	124	131	107	117	142	142	127	135	Rasl10b	276952
ENSMUSG00000019122	turquoise	356	217	335	301	356	348	959	639	444	604	531	1047	682	1052	863	Ccl9	20308
ENSMUSG00000018927	turquoise	3875	3497	4841	4488	6647	4812	7650	9663	5800	10530	9935	15184	8799	20034	11092	Ccl6	20305
ENSMUSG00000000982	turquoise	26	17	26	15	19	14	42	76	34	49	38	58	55	80	72	Ccl3	20302
ENSMUSG00000069792	turquoise	79	60	82	44	89	73	132	255	125	178	226	406	219	370	279	Wfdc17	100034251
ENSMUSG00000051748	turquoise	61	66	103	74	82	93	135	129	112	191	175	195	153	294	209	Wfdc21	66107
ENSMUSG00000003948	turquoise	1279	1053	965	1150	956	992	2192	1426	2079	1429	1309	1389	2229	1838	2416	Mmd	67468
ENSMUSG00000010080	turquoise	1062	1137	1411	1376	1745	1058	1995	1454	1595	1311	1480	1538	2086	1924	1854	Epn3	71889
ENSMUSG00000001506	turquoise	3947	3809	2623	3196	3415	3544	5097	6785	6736	7592	6577	11471	7442	9683	9811	Col1a1	12842
ENSMUSG00000020875	turquoise	2	1	0	0	1	0	3	8	3	13	17	8	9	31	21	Hoxb9	15417
ENSMUSG00000017400	turquoise	102	92	97	116	111	126	223	275	228	314	289	329	292	430	340	Stac2	217154
ENSMUSG00000020889	turquoise	192	307	501	1333	1741	916	1577	624	1060	1822	1245	1983	574	1580	3396	Nr1d1	217166
ENSMUSG00000001555	turquoise	368	357	438	543	432	402	785	595	671	583	648	731	734	801	851	Fkbp10	14230
ENSMUSG00000001751	turquoise	584	538	510	711	643	623	1248	954	919	978	962	1095	1145	1305	1247	Naglu	27419
ENSMUSG00000044052	turquoise	16	25	16	29	21	10	54	68	41	57	51	51	58	37	109	Ccr10	12777
ENSMUSG00000034947	turquoise	428	350	402	421	496	348	711	551	562	620	610	733	742	788	872	Tmem106a	217203
ENSMUSG00000001493	turquoise	411	355	319	336	340	256	590	547	684	487	449	470	978	742	913	Meox1	17285
ENSMUSG00000001494	turquoise	20	11	13	4	4	1	6	12	22	12	14	27	22	40	57	Sost	74499
ENSMUSG00000017309	turquoise	574	407	557	608	421	427	988	721	774	619	795	772	970	1205	1379	Cd300lg	52685
ENSMUSG00000034708	turquoise	4462	3910	4202	4989	5090	4526	8254	6484	6220	5996	5981	7416	7664	8409	8851	Grn	14824
ENSMUSG00000020695	turquoise	2747	2459	1935	2775	1848	1693	3970	3298	3420	2870	3189	3820	4278	3688	4808	Mrc2	17534
ENSMUSG00000020604	turquoise	119	119	103	195	152	158	315	247	210	271	231	250	223	312	248	Arsg	74008
ENSMUSG00000041797	turquoise	493	395	256	466	380	375	812	558	770	595	559	615	755	709	1065	Abca9	217262
ENSMUSG00000041654	turquoise	281	262	280	365	385	323	576	510	483	457	442	584	564	656	595	Slc39a11	69806
ENSMUSG00000034714	turquoise	414	392	399	486	428	435	784	708	633	735	693	798	810	1020	886	Ttyh2	117160
ENSMUSG00000051043	turquoise	344	342	278	347	322	291	705	501	597	514	460	489	697	720	731	Gprc5c	70355
ENSMUSG00000034652	turquoise	221	189	254	320	263	285	629	599	419	511	517	686	543	766	760	Cd300a	217303
ENSMUSG00000063193	turquoise	134	96	159	156	166	165	426	351	230	336	265	460	391	485	436	Cd300lb	217304
ENSMUSG00000044811	turquoise	284	235	302	345	326	289	454	517	427	542	574	687	576	944	699	Cd300c2	140497
ENSMUSG00000047798	turquoise	406	329	468	493	550	351	808	565	543	540	738	832	544	927	774	Cd300lf	246746
ENSMUSG00000020758	turquoise	511	500	435	627	572	483	1264	800	992	817	832	1071	1089	929	1392	Itgb4	192897
ENSMUSG00000020773	turquoise	787	632	705	821	625	583	1232	846	1274	835	935	874	1504	1238	1567	Trim47	217333
ENSMUSG00000034227	turquoise	1882	1854	1773	1650	1549	1523	3898	2180	3484	1985	1842	1973	4250	2335	3855	Foxj1	15223
ENSMUSG00000053113	turquoise	1057	785	1086	1021	1029	827	1518	1474	1681	1074	983	1244	2381	2239	3219	Socs3	12702
ENSMUSG00000033880	turquoise	2290	1719	1881	2357	2272	1975	4230	3478	3272	3495	2955	3898	3703	3837	4801	Lgals3bp	19039
ENSMUSG00000063130	turquoise	195	116	105	121	162	635	385	401	513	350	328	355	526	324	570	Calml3	70405
ENSMUSG00000033715	turquoise	2224	2212	2531	2901	1898	2403	5511	3254	3974	2718	3521	3236	4419	3998	4419	Akr1c14	105387
ENSMUSG00000058258	turquoise	414	404	445	380	407	387	698	471	608	427	463	598	1019	748	734	Idi1	319554
ENSMUSG00000021306	turquoise	948	675	761	853	890	826	1575	1168	1102	1093	1065	1461	1391	1691	1578	Gpr137b	83924
ENSMUSG00000041324	turquoise	22	18	14	19	25	21	69	64	75	76	59	111	54	89	122	Inhba	16323
ENSMUSG00000021322	turquoise	13	22	18	30	25	32	63	67	61	65	53	67	43	72	89	Aoah	27052
ENSMUSG00000021356	turquoise	221	155	125	300	213	223	527	343	339	370	273	271	334	234	468	Irf4	16364
ENSMUSG00000045136	turquoise	169	147	124	67	120	92	224	272	331	189	217	194	499	236	307	Tubb2b	73710
ENSMUSG00000021423	turquoise	151	128	133	233	169	171	376	286	254	366	249	359	314	399	383	Ly86	17084
ENSMUSG00000015396	turquoise	281	221	220	329	306	297	593	456	583	359	356	548	707	529	698	Cd83	12522
ENSMUSG00000038132	turquoise	181	137	140	152	105	204	365	205	314	200	177	250	278	207	479	Rbm24	666794
ENSMUSG00000021379	turquoise	301	243	271	400	353	403	828	460	645	475	412	534	569	502	847	Id4	15904
ENSMUSG00000021388	turquoise	418	446	382	317	328	453	739	439	794	562	450	568	795	681	927	Aspn	66695
ENSMUSG00000021451	turquoise	459	469	473	751	776	598	1269	744	558	857	738	941	789	832	934	Sema4d	20354
ENSMUSG00000021453	turquoise	363	303	454	519	427	282	583	658	617	475	590	575	849	1018	863	Gadd45g	23882
ENSMUSG00000021457	turquoise	1273	1094	948	1650	1417	1340	2864	1861	1779	1934	1893	2007	2066	2503	2768	Syk	20963
ENSMUSG00000025877	turquoise	226	208	254	279	288	242	422	536	329	438	404	701	498	703	437	Hk3	212032
ENSMUSG00000034675	turquoise	342	268	216	266	276	225	472	511	551	483	470	553	840	555	694	Dbn1	56320
ENSMUSG00000049625	turquoise	632	474	575	663	639	563	1005	732	681	925	914	865	900	1160	1039	Tifab	212937
ENSMUSG00000055254	turquoise	209	278	302	886	852	318	1182	395	940	1151	1011	1819	605	1438	2055	Ntrk2	18212
ENSMUSG00000021477	turquoise	3788	3190	3851	4292	3506	3847	7614	10005	5848	7417	7063	13113	8358	11893	8693	Ctsl	13039
ENSMUSG00000060969	turquoise	2543	2176	2361	2445	2855	3173	4515	2781	3556	1799	2659	3228	3978	4452	4058	Irx1	16371
ENSMUSG00000062382	turquoise	154	159	180	186	163	176	293	276	255	223	261	288	324	398	321	Ftl1-ps1	634386
ENSMUSG00000005583	turquoise	754	734	550	1380	897	1267	1828	1180	1321	1509	1154	1438	1523	1611	2056	Mef2c	17260
ENSMUSG00000021613	turquoise	5	13	21	12	15	12	38	58	39	56	56	43	38	99	88	Hapln1	12950
ENSMUSG00000021614	turquoise	125	99	79	83	96	102	183	147	197	196	133	213	225	168	261	Vcan	13003
ENSMUSG00000045034	turquoise	2	5	8	2	8	0	14	24	10	16	28	66	29	40	20	Ankrd34b	218440
ENSMUSG00000045312	turquoise	346	342	292	308	435	374	562	1366	674	1027	991	1689	1180	2044	1153	Lhfpl2	218454
ENSMUSG00000021665	turquoise	1044	841	915	1246	1120	1308	2249	1928	1802	1785	1655	2110	2044	2374	2558	Hexb	15212
ENSMUSG00000052727	turquoise	1160	1019	911	1173	1098	928	2283	1537	2200	1507	1500	1699	2265	1832	2816	Map1b	17755
ENSMUSG00000021624	turquoise	140	131	70	274	180	142	318	200	168	312	219	273	205	198	215	Cd180	17079
ENSMUSG00000034751	turquoise	1285	1054	807	1408	1230	988	2181	1457	1909	1405	1538	1654	2153	1992	2665	Mast4	328329
ENSMUSG00000021730	turquoise	35	17	12	42	39	83	77	60	76	80	67	62	60	72	120	Hcn1	15165
ENSMUSG00000021732	turquoise	493	410	270	381	245	358	549	489	637	379	326	437	741	482	909	Fgf10	14165
ENSMUSG00000094114	turquoise	72	107	169	96	65	69	214	116	217	78	108	174	220	139	293	NA	
ENSMUSG00000093930	turquoise	2488	2315	2690	2557	2667	2334	4320	3005	3632	2724	2823	3823	4903	4143	4259	Hmgcs1	208715
ENSMUSG00000020658	turquoise	246	231	215	368	316	258	659	522	579	506	611	728	618	822	781	Efr3b	668212
ENSMUSG00000020651	turquoise	281	265	251	221	386	276	566	414	455	331	352	545	513	426	343	Slc26a4	23985
ENSMUSG00000004698	turquoise	102	81	82	163	120	129	240	190	163	211	173	219	189	246	327	Hdac9	79221
ENSMUSG00000020581	turquoise	39	22	29	24	24	38	48	71	82	58	69	32	134	67	120	Agr2	23795
ENSMUSG00000002565	turquoise	16	7	11	22	17	20	34	46	30	41	68	69	67	119	78	Scin	20259
ENSMUSG00000020598	turquoise	500	375	319	378	291	331	716	1064	685	915	773	1218	901	1140	1169	Nrcam	319504
ENSMUSG00000044712	turquoise	185	163	182	354	251	225	467	292	317	379	301	420	278	434	462	Slc38a6	625098
ENSMUSG00000021242	turquoise	19938	19901	30828	25328	31654	20892	33918	26645	28350	24378	25118	28382	34994	36467	33705	Npc2	67963
ENSMUSG00000002020	turquoise	2220	2160	1875	2640	2238	2071	4205	4613	2931	3635	3478	6072	4115	5043	4692	Ltbp2	16997
ENSMUSG00000021256	turquoise	487	377	269	424	410	381	797	695	810	614	775	717	1021	891	951	Vash1	238328
ENSMUSG00000007682	turquoise	68	60	68	144	46	59	96	100	127	98	67	162	177	105	170	Dio2	13371
ENSMUSG00000021003	turquoise	583	517	571	672	785	609	1096	845	904	795	810	970	989	1163	1164	Galc	14420
ENSMUSG00000021886	turquoise	63	64	58	101	63	95	139	178	125	159	122	182	144	205	180	Gpr65	14744
ENSMUSG00000021186	turquoise	3237	2913	3217	3906	3447	3081	6985	5435	6110	4565	5063	5775	7031	6207	8080	Fbln5	23876
ENSMUSG00000021190	turquoise	2999	2649	2876	3449	3244	3040	5262	5299	4710	4657	4619	6253	5829	6886	6358	Lgmn	19141
ENSMUSG00000021198	turquoise	149	127	122	189	166	166	413	251	416	375	307	330	392	372	557	Unc79	217843
ENSMUSG00000079017	turquoise	468	167	223	257	245	368	605	397	458	407	278	357	455	458	642	Ifi27l2a	76933
ENSMUSG00000061947	turquoise	20	28	44	40	43	34	40	74	70	70	83	76	75	125	99	Serpina10	217847
ENSMUSG00000021091	turquoise	1466	930	1057	1119	847	1078	2145	2871	2476	2456	2423	3219	2902	3439	3283	Serpina3n	20716
ENSMUSG00000054150	turquoise	244	169	118	307	236	238	492	323	436	344	339	341	419	386	451	Syne3	212073
ENSMUSG00000021070	turquoise	143	128	110	136	107	117	288	259	330	124	125	159	349	229	356	Bdkrb2	12062
ENSMUSG00000021281	turquoise	1097	975	972	1086	1154	898	2025	1446	1426	1334	1438	1452	1944	2102	2108	Tnfaip2	21928
ENSMUSG00000001270	turquoise	1052	973	898	935	692	724	1654	1414	1432	1166	1090	1343	2116	1518	1747	Ckb	12709
